username,like_linda,like_karl_peter,like_sandy,like_kevin,like_martin,like_claudia,used_hashtags
marryicetea,8.33%,16.67%,0.0%,11.11%,16.67%,28.57%,"['#verrücktnachmarry', '#zischfrischamtisch', '#marryicetea', '#marry', '#beerig', '#beerigbierig', '#beer', '#bierig', '#biermischgetränk', '#erfrischung', '#erfrischungsgetränk', '#lavabräu', '#sprudel', '#spritzig', '#erfrischend', '#gaumenfreude', '#prost', '#cheers', '#colddrink', '#urlaubsfeeling', '#holidays', '#summerfeeling', '#spaß', '#freude', '#happy', '#larry', '#lavabräumeetsmarry', '#graz', '#startup', '#grazerstartup', '#grazerdrink', '#carryicetea', '#carry', '#blacktea', '#ceylon', '#elder', '#lemon', '#zitrone', '#kunsthaus', '#kunsthauscafé', '#kunsthauscafegraz', '#kunsthauscafémeetscarry', '#schwarztee', '#zitronig', '#holunder', '#frisch', '#lecker', '#eistee', '#icetea', '#genussreich', '#sommer', '#sommergetränk', '#bestdrink', '#genießen', '#partnerschaft', '#staytuned', '#carrymeetsspar', '#carryimspar', '#youngandurban', '#SPAR', '#SPARösterreich', '#news', '#zitronigsüß', '#zitroneneistee', '#eiskalt', '#drink', '#summerdrink', '#summer', '#summervibes', '#erfischungsgetränk', '#regional', '#genuss', '#regionalergenuss', '#igersgraz', '#grazereistee', '#marryvorrat', '#steiermark', '#madeinaustria', '#local', '#madeinstyria', '#elderflower', '#beeren', '#mate', '#rooibos', '#icedtea', '#vegan', '#veganereistee', '#veganaustria', '#veggie', '#2min2mio', '#herrengasse', '#drinkstagram', '#spar', '#verrücktnachmarry', '#newdrink', '#refresh', '#comingsoon', '#zischfrisch', '#exciting', '#Gewinnspiel', '#genießerpackage', '#rauerssprösslinge', '#plantbased', '#organic', '#healthyfood', '#healthysnacks', '#snack', '#sprösslinge', '#microgreens', '#baumwollsackerl', '#genussvoll', '#steirisch', '#Beereneistee', '#gewinnspiel', '#win', '#lifestyle', '#food', '#newproduct', '#newin', '#soon', '#spritzigemomente', '#holypit', '#naturdeo', '#verrücktnachlarry', '#marrymeetsbeer', '#goodvibes', '#zischfrischlarry', '#tasty', '#nowavailable', '#teamgoals', '#marryme', '#freitag', '#schlossberg', '#frühling', '#roiboos', '#2min2mil', '#koffeinfrei', '#koffeinfreiemarry', '#sonne', '#beerige', '#kids', '#familiengetränk', '#berries', '#marryaperitif', '#aperitif', '#apéritif', '#apéritiftime', '#sommeraperitif', '#beerigeraperitif', '#selfmade', '#selfmadeaperitif', '#regionaleraperitif', '#klassischeraperitiv', '#aperitifcocktails', '#cocktail', '#süßeraperitiv', '#erfischend', '#feiern', '#gartenparty', '#grillabend', '#mixing', '#cocktailmixing', '#marrymixing', '#rezepte', '#aperitifrezept', '#bestaperitif', '#doityourself', '#lavarbräu', '#bier', '#beereneistee', '#beerigesbier', '#urlaubsgefühl', '#urlaub', '#träumen', '#liebe', '#zischen', '#hitze', '#abkühlung', '#kühlend', '#lieblingsgetränk', '#durst', '#durstlöschen', '#wochenende', '#grazerstarup', '#youngandurbanbyspar', '#sparösterreich', '#sparmeetsmarryicetea', '#drinks', '#grazericetea', '#healthyicetea', '#shopping', '#zirtronen', '#sparmeetscarry', '#fresh', '#iceteas', '#icetealemon', '#iceteatime', '#drinkmarry', '#bemymarry', '#rotbusch', '#matetea', '#marrytheberriedicetea', '#kino', '#cinema', '#glücksgefühle', '#love', '#kribbeln', '#couple', '#verlieben', '#schmetterlingeimbauch', '#kinoliebe', '#ersteberührung', '#loveatthefirsttouch', '#schubertkino', '#schubertkinograz', '#marrynews', '#launch', '#colddrinks', '#newcomer', '#gettogether', '#localbusiness', '#Gaumenfreude', '#bestergeschmack', '#süffig', '#spritzigeMomente', '#marrykida', '#familie', '#family', '#muttertag', '#natur', '#regionalereistee', '#urbandrinks', '#SriLanka', '#lieblingseistee', '#carrymehome', '#gemeinsamgenießen', '#natureistee', '#sommerliebe', '#liebeaufdenerstenschluck', '#marrymeetslavabräu', '#prickeln', '#momente', '#durstlöscher', '#drinkbythepool']"
isabella.zck,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#zadar', '#ljubac', '#croatia', '#visitzadar', '#familienurlaub', '#Bachelorreise', '#JPR17', '#turracherhöhe', '#kärnten', '#visitaustria', '#meizeit', '#lambrusco', '#graz', '#visitgraz', '#fotoshooting', '#studo', '#millstättersee', '#granattor', '#Medienhölle', '#fhjoanneum', '#bachelor', '#studentlife', '#nieohnemeingraz', '#zrmanja', '#zrmanjacanyon', '#zrmanjariver', '#winnetou', '#pag', '#inselpag', '#visitcroatia', '#sunset', '#herbst', '#esherbstelt', '#stadtpark', '#stadtgraz', '#bingoqueen', '#bingosounds', '#musikbingo', '#bingo', '#livekonzert', '#supportlocalartists', '#kingofthebingo', '#jagermeister', '#tb', '#pagisland', '#visitpag', '#croatiatravel', '#zib2022', '#ostern', '#wolfgangikirche', '#deutschlandsberg', '#schilcherland', '#styria', '#whysoserious', '#restingbitchface', '#windischgarsten', '#oberösterreich', '#lenahoschek', '#sellaskirt', '#waynapawiasek', '#hinterstoder', '#pyhrnpriel', '#fisalpine', '#weltcup', '#heartaberherzlich', '#diekroneundich', '#vienna', '#wien', '#schönbrunn', '#schonbrunnpalace', '#gleinkersee', '#upperaustria', '#see', '#schwimmen', '#advancedselfie', '#goldenhour', '#spacebuns', '#curtainbangs', '#selfisolation', '#Kleinerberg', '#mountainbike', '#ausflug', '#missuuuuuu', '#weltcuphinterstoder', '#Bingoqueen', '#austria', '#gowilalm', '#urlaubdaheim', '#boyfriendofinstagram', '#valentinstag']"
xiaoao.tea,8.33%,0.0%,0.0%,11.11%,16.67%,14.29%,"['#berries', '#photoshoot', '#photosession', '#photooftheday', '#photography', '#kumberg', '#styria', '#berriedicetea', '#vollfein', '#throwback', '#redsunset', '#badgleichenberg', '#dusk', '#friendsdinner', '#2017', '#preciousmoments', '#winterwonderland', '#graz', '#augarten', '#january2021', '#refresh', '#reset', '#coldday', '#warmcore', '#swimming', '#breathwork', '#wimhofmethod', '#wimhof', '#pioneersfestival2019', '#hofburg', '#usembassy', '#cocowhitebeach', '#7yearsago', '#philippines', '#guindulman', '#hkbu2011', '#paradise', '#goodoltimes', '#relaxing', '#willgoswimmingnow', '#startupflair', '#moderating', '#startupweek', '#ideentriebwerk', '#steiermark', '#unigraz', '#gewitter', '#gewitterwolken', '#gewitterfront', '#heavyrain', '#goldenhour', '#agameoftones', '#justgoshoot', '#shotwithlove', '#canon', '#eos60d', '#asiahouse', '#longexposure', '#nightphotography', '#thunder', '#lightning', '#instaphoto', '#awesome', '#catchthemoment', '#gehtsichaus', '#2min2mio', '#excitingtimesahead', '#startuplife', '#startup', '#startupjourney', '#entrepreneurlife', '#verrücktnachmarry', '#drinkglobalactlocal', '#workhardplayhard', '#icetea', '#matetea', '#rooibostea', '#raspberry', '#blackcurrant', '#redcurrant', '#blackberry', '#lowsugar', '#markthartmannsdorf', '#afternoon', '#winter', '#cold', '#calm', '#mood', '#park', '#chasingpeacock', '#desperate', '#motifmatters', '#snapshot', '#aula', '#coworkingspace', '#opening', '#fifteensecondsfestival', '#fs18', '#problemsolving', '#creativethinking', '#thereisnooneanswer', '#shoutout', '#startupspritzer', '#supportyourlocal', '#supportsmallbusiness', '#upcycle', '#fairfashion', '#findbalance', '#tuesdaythoughts', '#susegg', '#gusegg', '#summerschool', '#seggaucastle', '#centerforamericanstudies', '#velaluka', '#korcula', '#marinakastela', '#split', '#strategicretreat', '#yacht', '#victoria', '#sea', '#adria', '#plainawesome', '#travel', '#quarantinelife', '#illustrator', '#learnsomethingnew', '#stayhealthy', '#stayhome', '#vöcklabruck', '#oberösterreich', '#familytime', '#bigkid', '#findyourinnerchild', '#funnymoments', '#cinemagraph', '#stilllifephotography', '#timelapse', '#igersaustria', '#igersgraz', '#startuprungraz', '#pitchinglane', '#streetfood', '#dj', '#drinks', '#bouncingcastle', '#running', '#pitching', '#goodvibes', '#runhappy', '#instarunner', '#networking', '#soapbubbles', '#seifenblasen', '#picture', '#pic', '#recreationtime', '#playfulmoments', '#oeverseepark', '#weekend', '#lifelonglearning', '#newchallenges', '#colorsplash', '#myunicornlife', '#colorcolourlovers', '#ihavethisthingwithcolor', '#livecolorfully', '#beverage', '#refreshing', '#idea', '#student', '#tea', '#teatime', '#yummy', '#tasty', '#fruit', '#lunch', '#healthylifestyle', '#detox', '#drink', '#happiness', '#tealovers', '#instatea', '#tealove', '#local', '#unique', '#yoga', '#fs17', '#thisyear', '#nice', '#best', '#wonderful']"
barbara.upelj,0.0%,0.0%,14.29%,11.11%,33.33%,14.29%,"['#photoshoot', '#photos', '#newphotos', '#portraitphotography', '#violin', '#violinist', '#musician', '#friends', '#friendship', '#happytomeetyou', '#multitalented', '#artistsintimesofcorona', '#fun', '#stringquintet', '#viola', '#cello', '#doublebass', '#fabulous5', '#bestteamever', '#bestjobever', '#dinnerandmusic', '#summerconcert', '#liveperformance', '#livemusic', '#stringsonfire', '#imsorrywhat', '#panicmode', '#styria💚', '#family', '#friendshipgoals', '#workday', '#redwine', '#newprojects', '#unitedintonations', '#concerttour', '#travel', '#musicianslife', '#jobgoals', '#lifegoals', '#destinationhollywood', '#repost', '#tradition', '#peekaboo', '#sneakpeek', '#finedining', '#finemusic', '#schlossgreifenburg', '#musicians', '#music', '#musiclife', '#graz', '#austria', '#dinnerparty', '#carinthia', '#visitcarinthia', '#thewaitisover', '#comingup', '#homeoffice', '#iongroup', '#musicartsgraz', '#communicationsmanager', '#officemanager', '#workfromhome', '#businesswoman', '#happy', '#student', '#mom', '#workingmom', '#multitasking', '#glamour', '#feltcutemightdeletelater', '#naah', '#wedding', '#weddingmusic', '#liveevents', '#wecandothis', '#stuckinthemiddlewithyou', '#upbeatsforthewin', '#ideas', '#citybreak', '#vienna', '#vienna_austria', '#ilovethiscity', '#historygeek', '#schoenbrunn', '#albertina', '#prater', '#illbeback', '#summervibe', '#summerinthecity', '#citylife', '#discover', '#beautyofaustria', '#blueeyes', '#selfiequeens', '#wegotthis', '#powerteam', '#powerwomen', '#newvideo', '#musicvideo', '#makingthevideo', '#behindthescenes', '#filming', '#sting', '#fieldsofgold', '#greenscreen', '#highheels', '#explorehistory', '#theemperor', '#kaiservillabadischl', '#summerresidence', '#getaway', '#spagetaway', '#relax', '#getsomerest', '#fillupthetank', '#marmorschlössl', '#sisi', '#readyforaction', '#beautifulplaces', '#tugraz', '#subauspiciis', '#academicexcellence', '#wegotworktodo', '#gerüchteküche', '#summernight', '#workweekend', '#weekendvibes', '#sunnyday', '#gewa', '#redheadsdoitbetter', '#redhairdontcare']"
naschi_t,8.33%,16.67%,28.57%,44.44%,50.0%,28.57%,"['#sommer', '#sonne', '#berge', '#österreich', '#familie', '#pusteblume', '#sunnyday', '#farmlife', '#zellamsee', '#flower', '#spring', '#littlething', '#colour', '#enjoy', '#sun', '#cats', '#catsofinstagram', '#cat', '#catstagram', '#instagram', '#catlover', '#catlovers', '#instacat', '#meow', '#pets', '#catlife', '#kittens', '#kitten', '#kitty', '#catoftheday', '#cute', '#love', '#world', '#pet', '#animals', '#lovecats', '#cutecats', '#catsagram', '#instacats', '#cake', '#torte', '#glutenfree', '#glutenfrei', '#mozartkugeln', '#schokolade', '#chocolate', '#geburtstag', '#birthday', '#vollgut', '#marzipan', '#pistazien', '#daslebenversüßen', '#bestenkinderwelt', '#❤️', '#wagyu', '#beef', '#wagyubeef', '#bauernhof', '#farm', '#mahlzeit', '#Beef', '#italianfood', '#salami', '#choclate', '#london', '#bestburgerintown', '#holidays', '#cooking', '#dough', '#teig', '#burrata', '#cheese', '#fotografie', '#photography', '#qualitytime', '#qualityfood', '#camdenmarket', '#ragout', '#pasta', '#yummy', '#streetfood', '#takeawayfood', '#eatinghealthy', '#foodmarket', '#bestfood', '#farina', '#freshpasta', '#foodpicture', '#lovemycamera', '#pizzaisalwaysgoodidea', '#burger', '#meat', '#schönezeit', '#sunday', '#summer', '#farmer', '#tattoo', '#inked', '#inkedgirls', '#mariobarthtattoosalongraz', '#mariobarthtattoo', '#redhair', '#blondhair', '#braids', '#frisur', '#girlspower', '#treeoflife', '#perfectday', '#happy', '#perfectwork', '#friendshipgoals', '#tattoolife', '#black', '#colourful', '#freunde', '#friends', '#family', '#frühling', '#gaaaaanzvielliebe', '#summervibes', '#ginger', '#sunglasses', '#mood', '#hotinthecity', '#heat', '#bestfriends', '#girlsontour', '#chinarestaurant', '#muttertag', '#sonntag', '#presents', '#time', '#zeitvergeht', '#mothersday', '#cherry', '#sweets', '#süßes', '#dankefüralles', '#bestenkinderderwelt', '#aufeuchkannichzählen', '#fotography', '#ankerkraut', '#food', '#essen', '#mittagessen', '#china', '#noodels', '#nudeln', '#fleisch', '#vegetables', '#gemüse', '#yummyfood', '#lecker', '#genuss', '#lovewhatido', '#kochen', '#kaffee', '#coffee', '#tasty', '#delicious', '#rednails', '#landleben', '#countrylife', '#wien', '#vienna', '#donau', '#night', '#nacht', '#schiff', '#ship', '#onenightout', '#besteschwester', '#sister', '#lights', '#weekend', '#vienna🇦🇹', '#meliavienna', '#drinkingwine', '#enyoinglife', '#hotelmeliavienna', '#wienbeinacht', '#schönwars', '#danke', '#thanks', '#moments', '#lightsinthedark', '#justtakeapicture', '#flowers', '#blumen', '#garden', '#farmgirl', '#landwirtschaft', '#freude', '#hortensien', '#lavendel', '#farbenfrohewelt', '#colours', '#duft', '#shopping', '#kids', '#kraft', '#nature', '#🌺🌺', '#frühstück', '#breakfast', '#goodstart', '#herbst', '#äpfel', '#trauben', '#gutessen', '#kukuruz', '#ernte', '#traktor', '#milk', '#porrige', '#londoneye', '#bus', '#redbus', '#holiday', '#ferien', '#freetime', '#urlaub', '#oxfordstreet', '#parkplaza', '#walkingaround', '#tube', '#shoppingtime', '#taketime', '#feethurt', '#runningaround', '#takeabreak', '#red', '#sightseeing', '#england', '#wonderfultime', '#ontour', '#lovefotography', '#luftballon', '#leben', '#life', '#party', '#summernights', '#familygoals', '#behappy', '#livecolourfully', '#sunshine', '#zeit', '#friendsforlife', '#coffeetime', '#happyday', '#leatherjacket', '#jewellery', '#countrygirl', '#style', '#selfie', '#keepsmiling', '#☺️', '#wandern', '#auszeit', '#mauntain', '#vegtables', '#kitchen', '#summertime', '#lovecooking', '#healthyfood', '#antipasti', '#salad', '#goodvibes', '#goodfood', '#familytime', '#vegetarisch', '#porcelain', '#porcellana', '#xmas', '#burgenland', '#sonnenuntergang', '#farmerlife', '#muse', '#band', '#cinema', '#tonight', '#girlsout', '#music', '#exited', '#uprising', '#songs', '#drones', '#rockconcert', '#pastrami', '#sandwitch', '#thosesummernights', '#überraschung', '#surprise', '#perfectevening', '#farmergirl', '#grillen']"
mayernaut,0.0%,0.0%,0.0%,11.11%,33.33%,0.0%,"['#digital', '#strategy', '#coworkingspace', '#consultant', '#mayermayer', '#Graz', '#tretboot', '#Croatia', '#pirate', '#krk', '#formula1', '#chill', '#redbullring', '#moon', '#Moonlight', '#fullmoon', '#manonthemoon', '#graz', '#summerinthecitygraz', '#ivents', '#sandsculpture', '#art', '#Greek', '#grafitti', '#summer', '#artwork', '#hangloose', '#Sundowner', '#linz', '#nofilter', '#donau', '#shape', '#italy', '#veneto', '#belissimo', '#mare', '#auszeitmitfreunden', '#fiba', '#streetsport', '#finals', '#kidslife', '#prouddad', '#leechwald', '#turmwärterhaus', '#hilmwarte', '#signs', '#noway', '#oneway', '#ride', '#stop', '#no', '#BBQ', '#grillen', '#gambas', '#venice', '#relax', '#dolcevita', '#friends', '#familytime', '#greece', '#paros', '#naxos', '#cyclades', '#apollon', '#island', '#virtualreality', '#oculus', '#newwork', '#innovation', '#hangloosebeach']"
exittheroom_at,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#exittheroomlinz', '#exittheroomsalzburg', '#exittheroomklagenfurt', '#exittheroomgraz', '#exittheroom', '#escapetheroom', '#escapegame', '#exitgames', '#exitthegame', '#wedidit', '#linz', '#graz', '#salzburg', '#klagenfurt', '#riddles', '#fun', '#therealescapegame', '#meme', '#escapememe', '#Verlosung', '#gewinnspiel', '#VielGlück', '#VielGlück', '#mission', '#game', '#missiongame', '#entzugserscheinungen', '#games', '#missiongames']"
lifelike_pr,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,"['#weloveourclients', '#reload24', '#socialmedia', '#socialmediastrategie', '#socialmediaauftritt', '#restartgastro', '#gastro', '#gastronomie', '#socialmediafürunternehmen', '#socialmediafürgastronomie', '#gastroreopening', '#gastroreopening2021', '#weloveourjob', '#restaurant', '#kommunikationsarbeit', '#kommunikationsexperten', '#socialmediaexperts', '#doitforthegram', '#dasalzburger', '#eistee', '#icetea', '#abkühlung', '#summer', '#summertime', '#summer2021', '#rotefrüchte', '#teeimsommer', '#kühlenkopfbewahren', '#iceicebaby', '#biotee', '#teetrinken', '#gutelaunetee', '#erfrischung', '#teatime', '#Teezubereitung', '#teeliebe', '#TeamTee', '#teeziehtimmer', '#agenturalltag', '#agenturleben', '#bürotee', '#pragentur', '#salzburg', '#salzburgerland', '#newclient', '#washparkmandl', '#sauberearbeit', '#socialmediaagentur', '#unternehmenskommunikation', '#corporatecommunication', '#digitalisierung', '#wienerneustadt', '#tribuswinkel', '#wien', '#carlovers', '#artofcart', '#formulagastronomie', '#ottakringer', '#gastronomieszene', '#weekend', '#pressearbeit', '#socialmediastrategy', '#lifelikepr', '#wienliebe', '#österreich', '#textkraft', '#teamworkmakesthedreamwork', '#carting', '#racing', '#ottakringerbrauerei', '#GoodNews', '#corporatePR', '#familieschärf', '#familieschärfkaffee', '#familieschaerfkaffee', '#familieschaerfcoffee', '#coffeelovers', '#welovegoodcoffee', '#GoodCoffee', '#Goodcoffeegoodday', '#corporatecommunications', '#kommunikationsstrategie', '#prstrategie', '#kommunikationsberatung', '#kommunikationsberater', '#internekommunikation', '#externekommunikation', '#socialmediamanagement', '#socialmediabetreuung', '#kommunikationsagentur', '#welovewhatwedo', '#challengeaccepted', '#salzburgstadt', '#vienna', '#starkekommunikation', '#communicationiskey', '#consumercommunication', '#hotellerie', '#beverage', '#foodlover', '#eventplanner', '#society', '#tourismusmarketing', '#krimihelden', '#krimiheldensalzburg', '#neueröffnung', '#veranstaltung', '#eventhighlight', '#pressetext', '#krimibücher', '#buchhandlung', '#salzburgösterreich', '#eventkommunikation', '#veranstaltungskommunikation', '#wirliebenkommunikation', '#brainisleseempfhelungen', '#meinebuchempfehlung', '#happyweekend', '#bosslady', '#bossbabe', '#bosslife', '#bosshomes', '#weekendmood', '#officelady', '#officelife', '#communitymanagement', '#feierabendgenießen', '#womansupportingwomen', '#womansupportingwoman', '#womansupportwoman', '#bossbabesociete', '#officialteambossbabe', '#bossbabeiga', '#thebossbabesociete', '#spaßandersache', '#digitalnatives', '#welovepr', '#womeninpr', '#prgirl', '#prgirlsdoitbetter', '#publicrelations', '#agencylife', '#businesswoman', '#success', '#coffee', '#kaffeetrinken', '#womenpower', '#womensupport', '#womensupportwomen', '#leidenschaft', '#salzburgaustria', '#happybirthday', '#andreasberger', '#100metersprinter', '#gmunden', '#gmundenamtraunsee', '#traunsee', '#loverun', '#sportveranstaltung', '#news', '#laufevent', '#prwork', '#runningmotivation', '#corporatewording', '#laufenmachtglücklich', '#pragentursalzburg', '#running', '#ubit', '#ubitsalzburg', '#wirtschaftskammer', '#webinar', '#fortbildung', '#weiterbildung', '#onlineevent', '#knowledgeispower', '#knowledge', '#wissenistmacht', '#wissenistfürimmer', '#kommunizieren', '#kommunizierenaufaufaugenhöhe', '#büro', '#schreibtisch', '#blumenstrauß', '#ordentlicherschreibtisch', '#unternehmenssprache', '#unternehmensstrategie', '#markenstrategie', '#markenkommunikation', '#Businesskommunikation', '#communicationskills', '#coffeerence', '#logoutbrewon', '#kaffeeistchefsache', '#kaffeepause', '#kaffeepauseimbüro', '#coffeetime', '#coffeelover', '#unternehmensspirit', '#coffeeculture', '#officecoffee', '#bürokaffee', '#bürokaffeemaschine', '#socialmediamarketing', '#socialmediamanager', '#sozialemedien', '#sozialemedienfürunternehmen', '#socialmediatipps', '#socialmediaberatung', '#erfolgistkeinzufall', '#erfolgistkeinglück', '#salzburgcity', '#austria', '#juhuu', '#dakommtwas', '#unternehmensphilosophie', '#corporatepr', '#dasalzburgerkaffee', '#biokaffee', '#biokaffeerösterei', '#regionalität', '#nachhaltigkeit', '#welovecoffee', '#communication', '#teamwork', '#kommunikation', '#wording', '#communicationsiskey', '#wirliebenunserekunden', '#erfolgreichekommunikation', '#glowup', '#startnow', '#kommunikationskonzept', '#medienhäuser', '#media', '#nachrichten', '#goodnews', '#newproject', '#business', '#motivationmonday', '#starttoday', '#getstarted', '#beautysalon', '#glowupyourlife', '#perfectglow', '#aftercoronatime', '#aftercorona', '#LifelikePRimGespräch', '#onlinevsprint', '#chefredaktion', '#österreichischemedien', '#berichterstattung', '#falstaff', '#falstaffmagazine', '#interview', '#medien', '#zeitung', '#magazin', '#alexandragorsche', '#medienundcorona', '#krisenkommunikation', '#kommunikationinderkrise', '#kommunikationistalles', '#kommunikationsbedarf', '#pragenturösterreich', '#publicrealtionsagency', '#prgirlsrock', '#publicrelationslife', '#agentur', '#marketingagentur', '#itkarrieretag', '#itkarriere', '#fachgruppeubit', '#wirtschaftskammersalzburg', '#wifisalzburg', '#zielgruppevonmorgen', '#fachkräftevonmorgen', '#informatik', '#informatiker', '#informationstechnologie', '#informationstechnik', '#eventpr', '#eventorganisation', '#eventorganisers', '#veranstaltungsorganisation', '#digitalminds', '#inderruheliegtdiekraft', '#probiersmalmitgemütlichkeit', '#ruheundgemütlichkeit', '#bürohund', '#agenturhund', '#officedog', '#goldenretriever', '#hermes', '#officedogsofinstagram', '#goldenretrieversofinstagram', '#vierbeinigermitarbeiter', '#alwayslazy', '#alwaysbusy', '#hundeliebe', '#goldenretrieverlove', '#wirliebenpr', '#visitsalzburg', '#igerssalzburg', '#visitaustria', '#sleepydog', '#couchpotatoe', '#tuesdaymotivation', '#sonntag', '#sonntagsbeschäftigung', '#sonntagsmodus', '#sonntagsgefühl', '#sonntagsspaziergang', '#sonntagsausflug', '#sonntagnachmittag', '#schönensonntag', '#sonntagsglück', '#ausgleich', '#lernen', '#unispaß', '#natur', '#sonntags', '#lesen', '#wandern', '#berg', '#enziangranatsteig', '#dirndl', '#freundetreffen', '#hseq', '#arbeitssicherheit', '#crane', '#craneoperator', '#arbeitssicherheitgoesdigital', '#arbeitsschutzmanagement', '#gesundheitsschutz', '#baustelle', '#b2bmarketing', '#b2bcommunication', '#mobilecranes', '#mobilecrane', '#wko', '#startup', '#gründer', '#gründerin', '#gründerszene', '#mitarbeiterführung', '#leadersclub', '#mitarbeitermotivation', '#lesenmachtglücklich', '#lesenswert', '#inspiration', '#magazine', '#zeitunglesen', '#lesenmachtschlau', '#texte', '#texteschreiben', '#texteschreiber', '#schreiberling', '#texter', '#textagentur', '#Hermes', '#officedoglife', '#schreiben', '#prtexte']"
oliverprott84,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,['#tjJFS']
lorenz.alexandra,0.0%,0.0%,0.0%,22.22%,0.0%,14.29%,"['#rEVOLution', '#LOVE', '#herzen', '#minimalism', '#minimallove', '#light', '#minimalphotography', '#magicmoment', '#wanderlust', '#see', '#campinglife', '#austria', '#enjoythemoment', '#enjoylife', '#photography', '#nature', '#naturelovers', '#upsidedown', '#illusion', '#bottle', '#drinkwasser', '#miraclesareeverywhere', '#carinthia', '#wörthersee', '#adventuretravel', '#enjoyeverymoment', '#nochmehrsee', '#iam', '#iphone', '#minimalismus', '#architecturephotography', '#bridge', '#graz', '#naturelove', '#naturepattern', '#sea', '#stones', '#stonesculpture', '#naturephotography', '#🌱', '#plants', '#naturepatterns', '#waterfall', '#lake', '#wood', '#steirischerbodensee', '#schladmingdachstein', '#5länderblick', '#summer', '#schweiz🇨🇭', '#feelinggood', '#nofilterneeded', '#earthismagic', '#earthismagical', '#magiciseverywhere', '#v', '#veganfood', '#vegetables', '#vegetablegarden', '#yoni', '#rapunzel', '#makeup', '#fastfood', '#fastfoodporn', '#stillleben', '#gesellschaftskritisch', '#art', '#artwork', '#throwback', '#verliebt', '#since2020', '#schönsteaussicht', '#arbeitsplatz', '#love', '#beautifulearth', '#bodensee', '#minimalart', '#green', '#yellow', '#🚢', '#Bodensee', '#friedrichshafen', '#romanshorn', '#🌊', '#survivaltraining', '#personaltrainerakademie', '#schladming', '#lagerbauen', '#signalfeuer', '#waldliebe', '#adventure', '#grado', '#italy', '#💧', '#natureart', '#pattern', '#patternsofnature', '#tarnanzug', '#spass', '#abenteuer', '#qualitytime', '#lieblingsmensch', '#tree', '#naturelover', '#woodlove']"
