id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CSrnml9MtVw,https://www.instagram.com/p/CSrnml9MtVw/,135,#germanfoodstartups #ohhoneyeistee #ohhoney #ohhoneyicetea #icetea #eistee #beekind #beesupportive #biene #honig #bienenschutz #drinkinnovation #nachhaltig #sustainable #nachhaltigkeit #koeln #koelnerstartup #drink #drinkrezepte #sommerdrink #erfrischungsgetränk,"Du liebst Honig, dann solltest Du auf jeden Fall den   probieren. Das ist ein Bio Eistee von einem Kölner Startup, der nur mit regionalem Honig gesüßt wird.  gibt es aktuell in zwei Geschmacksrichtungen: Oh Honey Bio Grüner Tee & Minze mit Minztee, Grüntee, Honig 🍯 und Zitronensaft 🍋 und lediglich 4.6g Zucker pro 100ml. Oh Honey Bio Mate Tee & Ingwer mit Matetee, Honig 🍯, Ingwerextrakt, Zitronensaft und Zitronenöl, sowie Orangenöl. Der Zuckergehalt beträgt 4.0g pro 100ml. Pro 330ml Glasflasche werden 10 Cent an Projekte für den Bienenschutz gespendet. Der verwendeter Tee ist von der Initiative Ethical Tea Partnership zertifiziert, welche sich für mehr Nachhaltigkeit und faire Arbeitsbedingungen einsetzt. Weitere Infos zum leckeren Bio Honig 🍯 Eistee findest Du   und online unter 🌐 oh-honey.de                                         Danke für die Vorstellung 🐝💛 Uuuh bek Honig bin ich dieses Mal leider raus 😮 Super guuuuut 🔥🔥 Das klingt ja super!! ❤️ Sieht ja super aus 😍 muss ich mal probieren Uhhhh geile Kombi und dann auch noch aus der Home town 👀💕🔥 wird safe probiert, wenn ich sie finde. Sieht lecker aus 👏 😍😍Schau mal in dein Postfach",,2021-08-17T16:03:58.000Z
CQMB_WjHl-X,https://www.instagram.com/p/CQMB_WjHl-X/,101,#germanfoodstartups #spicewise #worksmarternotharder #wsnh #spices #gewuerze #superfoods #thinkdrink #brainfood #smartfood #functionaldrink #coffeine #koffein #kaffeeersatz #mittagstief #matcha #vitaminc #guarana #kurkuma #acerola #ingwer #ashwagandha #schlafbeere #WAKEUPCALL #DEEPDIVE #OUTOFOFFICE #mindset,"Unbezahlte Werbung/Produktmuster gestellt: Die drei Jungs von   Philipp, Michael und Johannes kennen sich bereits seit dem Kindergarten und haben gemeinsam eine Lösung für die Optimierung der täglichen Leistungskurve entwickelt. Mit   haben sie es sich zur Aufgabe gemacht das Zusammenspiel von Leistungsfähigkeit und Regeneration auf natürliche und effektive Art zu optimieren. Dafür haben sie drei aufeinander aufbauende Nahrungsergänzungsmittel entwickelt, die auf traditionellen Gewürzen und modernen Superfoods basieren (100% natürliche Zutaten). Der WAKEUPCALL (u.a. Kurkuma, Guarana, Acerola) deckt pro Portion 54% des Tagesbedarfs an Vitamin C und liefert mit 68mg Koffein den nötigen extra Schub für den Start in den Tag. Der DEEPDIVE (mit Matcha, Ingwer, Kardamom) deckt pro Portion 22% des Tagesbedarfs an Vitamin C und bekämpft mit 49mg Koffein das lästige Mittagstief. Eine Portion OUTOFOFFICE beruhigt dank 750mg Ashwagandha (Schlafbeere), Kamille und Zitronenmelisse dein Gedankenkarussell nach stressigen Arbeitstagen. Auf dem Profil   und der Homepage www.spice-wise.de findest Du noch weitere Informationen zu den Produkten, der Vision und den 5-WISE von  . Mit dem Code STARTUP10 bekommst Du 10% auf jede Bestellung.                                                     Das wäre echt was für mich. Sportlich aktiv und viel Power 🔥 🥃 Wie praktisch!",,2021-06-16T16:36:03.000Z
CSR2cqLMjNH,https://www.instagram.com/p/CSR2cqLMjNH/,88,#germanfoodstartups #gowowcompany #gowow #nahrungsergaenzung #nahrungsergaenzungsmittel #gesundheit #beziehung #leistungssteigerung #supplement #erektionsstoerung #vegan #tierversuchsfrei #männer #ausgeglichenheit #liebe,"Unbezahlte Werbung/Produktmuster gestellt: Viele Männer kennen es: Äußere Faktoren wie Stress, Ernährung, mangelnde Bewegung oder zu wenig Schlaf können die sexuelle Leistungsfähigkeit beeinflussen. Wenn wir gedanklich noch am Schreibtisch sitzen, abends schnell zum Fast Food greifen und nachts kaum ein Auge zutun, leidet leider viel zu oft das Sexleben darunter.  for Him ist ein hochdosiertes Liebespulver, das die sexuelle Performance steigert – und dabei auch noch wie eine leckere Fruchtschorle schmeckt. Das Berliner Unternehmen hat zusammen mit führenden Biochemikern und Lebensmitteltechnikern einen einzigartigen und hochdosierten Mix aus natürlichen und pflanzlichen Extrakten sowie Vitaminen entwickelt. Um genau zu sein, gibt es derzeit kein vergleichbares Nahrungsergänzungsmittel auf dem deutschen Markt, das höher dosiert ist und vor allem eine besser aufeinander abgestimmte Zusammensetzung aufweist. Go Wow for Him wird Bio- und IFS zertifiziert produziert, ist 100% vegan und wurde komplett ohne Tierversuche entwickelt. Die Kombination aus unter anderem Maca, Ashwangandha, Gingseng, L-Arginin, Gingko und Potenzholz verhilft Männern zu einer schnelleren Erektion durch verbesserte Durchblutung und geweitete Blutgefäße einer verlängerten Erektionsdauer einem intensiverem Sexerleben durch sensitiveres Empfinden gesteigertem sexuellen Verlangen / gesteigerte Libido intensiverem Empfinden von Orgasmen wirkt einer erektilen Dysfunktion entgegen positive Wirkung auf die Funktion der Prostata: erhöhte Qualität, Produktion und Beweglichkeit (Befruchtungsfähigkeit) der Spermien positiver Einfluss auf den Testosteron-Spiegel (Sexualität und Fruchtbarkeit) Zudem wirkt sich das Liebespulver positiv auf die Stimmung, das Wohlbefinden, das Immunsystem und die körperliche sowie geistige Leistungsfähigkeit aus.  Weitere Infos zum Produkt findest Du bei   und online unter 🌐 gowowcopany.com                             Und, schon ausprobiert? 😉 Danke für das Feature, ihr Lieben! Okay das klingt jetzt mal echt interessant 😮😮",,2021-08-07T15:53:26.000Z
CQn611hHucX,https://www.instagram.com/p/CQn611hHucX/,127,#germanfoodstartups #innovation #kasaboo #kasaboowhat #zuckerrohr #zuckerrohrsaft #canejuice #sugarcanejuice #drinkstarter #drinkinnovation #vegan #vegandrinks #verwoehnmoment #entspannung #sport #bjj #kampfsport #regeneration #recover #fitnessfood #healthyfood #fitness #madeingermany,"Werbung/Produktmuster gestellt: Im Ausland entdeckt man häufig Lebensmittel und Produkte, die es hier in Deutschland noch nicht gibt, so auch bei  . Sie stellen hochwertige, kaltgepresste Zuckerrohrsäfte her, die einen gesunden Lebensstil perfekt ergänzen können. Hierzulande noch relativ unbekannt gilt unbehandelter Zuckerrohrsaft nahezu auf allen Kontinenten als ein absolutes Wundergetränk, welches mit dem industriellen Haushaltszucker am Ende nichts mehr gemeinsam hat.  Dafür wird der Zuckerrohr aus Ägypten und Süd-Amerika extra einflogen und hier in Deutschland kalt-gepresst und mit anderen gesunden Zutaten gemischt. Bei   gibt es aktuell in fünf Sorten: Original, Limette, Ingwer, Kurkuma und Rote Beete. Alle haben frischen und nie erhitzten Zuckerohrsaft immer als Hauptzutat. Damit sind sie die einzigen Produzenten dieser Art. Alle Sorten sind frei von Zusätzen, Konservierungsstoffen, zugesetztem Zucker. Keine Verwendung von Konzentraten oder Aromastoffen, sondern nur frische Bio Rohware. Momentan erhält man 120ml Shots, die alle aus recycelten Material (rPET) und frei von Bisphenol A bestehen. Ich persönlich finde den Geschmack von Zuckerrohr Saft sehr erfrischend. In Brasilien konnte ich vor einigen Jahren Zuckerrohr Saft probieren.    hat es geschafft diesen erfrischenden Saft nun auch in Deutschland im praktischen Format anbieten zu können und hat darüber hinaus noch weitere Zutaten-Kombinationen entwickelt, die ihre Säfte unnachahmlich und noch erfrischender machen.  wird bereitsin ausgewählten Läden angeboten und ist bald auch online erhältlich.   Weitere Informationen zum leckeren Zuckerrohrsaft findest Du auf dem Profil von   und online unter 🌐 kasaboo.de                                             Uuuh würde ich ja zu gern probieren 😍😍 Sehr empfehlenswert! Das sieht nicht schlecht aus. Gibts das schon zu kaufen? Sieht sehr lecker aus 😍👏 Sehr spannend 😍noch nie gehört",,2021-06-27T12:32:19.000Z
CPfs-WBHmaC,https://www.instagram.com/p/CPfs-WBHmaC/,131,#germanfoodstartups #natchlabs #natch #zahncreme #zahnpasta #zahnpastatabs #essentialoils #plasticfree #plastikfrei #flouridfrei #flouridefree #oralcare #zahntabsl #zahncremealternative #nachhaltig #nachhaltigleben #zahnputztabletten #foodstartup,"Unbezahlte Werbung/Produktmuster gestellt: Die meisten Zahncremes enthalten umstrittene Inhaltsstoffe und sind in Plastik Packungen verpackt.  hat innovative und natürliche Zahncreme Tabs entwickelt Natch ist englisch und bedeutet natürlich. Die Tabs sind plastikfrei, vegan, enthalten keine rauen Chemikalien, flouridfrei, pH neutral und glutenfrei. Weiterhin remineralisieren sie die Zähne und der Schaum entsteht auf natürliche Weise ohne zusätzliche Schaummittel. Ein weiterer Vorteil der Tabs ist übrigens, dass man immer die perfekte Menge hat.  Momentan gibt es die Zahnputz Tabs in drei Sorten: Screaming Polar Bear mit intensivem, bio-zertifizierten Pfefferminzöl und antibakteriellen Eigenschaften. So Black, So White mit Aktivkohle, welche die Zähne natürlich aufhellt. Dr. Shaman mit Eichenrinde, Ingwer-und Nelkenelixier mit entzündungshemmenden und antimikrobiellen Eigenschaften. Alle Sorten enthalten nHAp (aus natürlichem Calciumphosphat) als Alternative zu Flourid und werden mit Xylit gesüßt. Pro Glas sind 85   Tabs enthalten. Es gibt auch eine Nachfüllpackung im Abo mit 62 Tabletten. Die Anwendung ist einfach: nach dem öffnen kann man kurz den Geruch der Tabs genießen, da sie aromatische Öle enthalten. Anschließend zerbeißt man die Tabs, putzt ganz normal seine Zähne und spült anschließend den Mund aus. Weitere Informationen zu den natürlichen Zahnputz Tabs findest Du bei   und online unter 🌐 natchlabs.com                                   Danke für den tollen Post 🙌🏽💚🙌🏽 You guys rock. Danke fürs Feature über unser Baby   🙏🏽🤩 Also tabs sind für mich echt noch Neuland 😮 bin aber auch hier immer offen für Neues 😍 Man zerbeißt die Tabs? Ist ja interessant",,2021-05-30T11:25:50.000Z
CQVjgWoHmAy,https://www.instagram.com/p/CQVjgWoHmAy/,103,#germanfoodstartups #fruitboom #fruitboomde #acai #acaipueree #foodstartup #wildeacai #amazonas #sekundaerepflanzenstoffe #bowl #eis #bowlrezepte #gesunderezepte #anthocyane #eisenreichelebensmittel #wildesobst #kleinbauern,"Unbezahlte Werbung/Produktmuster gestellt: Bei der momentanen Hitzewelle mache ich mir morgens oder mittags gerne eine kalte Bowl. Als Basis für die Bowl nehme ich meistens Bananen 🍌 oder ein anderes Obst.  bietet wildgepflücktes Acai aus dem Amazonas Gebiet in Brasilien an. Das Püree wird direkt von den Kleinbauern angekauft und nachhaltig transportiert. Die Besonderheit vom  . 💥 Acai ist der hohe Antioxidantienwert und der pure, kräftige Geschmack. Das Acai Püree kann man  zum Frühstück oder Lunch essen oder einfach zwischendurch Naschen👅 Das Püree besteht zu 100% aus Acai und ist somit vegan und glutenfrei. Acai ist reich an vielen Vitaminen und Mineralstoffen. Das Püree wird gefroren per DHL Express verschickt. Mehr Infos zum Acai Püree findest Du auf dem Profil von   und online unter 🌐 fruitboom.de                                 Das wäre mit Sicherheit auch super zum backen 😮 👏🔥🔥",,2021-06-20T09:22:05.000Z
CRg1WfpMkM_,https://www.instagram.com/p/CRg1WfpMkM_/,99,#germanfoodstartups #rechargeyourmitochondria #mitochondria #boostyourmetabolism #cellregeneration #staystrong #stayhealthy #smartfood #powerdrink #antioxidants #teammito #mitocare #mitodrink #mitomoment #sugarfree #vegan #epigenetics #fitnesstips #fitnesslove #elf #europeanfootball #performance #stayhydrated #fitnessdrink #football #europeanleagueoffotball #stayhydrated #rechargeyoursystems #rechargeyoursef #rechargeyourdna #biohacking,"Gerade bei den heißen Temperaturen ist es wichtig, genug Mineralien aufzunehmen, vor allem nach dem Sport.  hat einen natürlichen Antioxidantien Power Drink entwickelt, der die Energiegewinnung auf Zellenebene fördert. Der Drink ist LowCarb, natural und vegan und ist dieses Jahr der offizielle Drink der   enthält eine komplexe Vitaminmischung (Vitamin C, E und B-Vitamine), welche durch Granatapfel-, Aroniasaft-, Grüntee-, Mangostanenmark-, Brombeer- und Acelorasaftkonzentrat funktionell ergänzt werden. Einer Studie zufolge erhöht der   die ATP Produktion um 25% und die Mitochondrien Neubildung um 325%! Auf der Website 🌐mito-drink.com findest Du alle Inhaltstoffe und die dazugehörigen Health Claims. In den Mitochondrien wird ATP produziert, welches der Körper im Energiestoffwechsel verwendet.  #                                                recharge          WOW die Prozentzahl is echt enorm 😮 👏👏",,2021-07-19T15:01:04.000Z
CScE8p_sh12,https://www.instagram.com/p/CScE8p_sh12/,82,#germanfoodstartups #germanfoodstartup #germanfoods #food #germany #neu #new #nachhaltig #innovativ #selbstständig #startupkultur #startupcompany #startup #germanstartup #guzman #guzinos #snack #gemüse #gesund,"Unbezahlte Werbung/Produktmuster gestellt: Die Produkte vom Startup  sind einzigartige Snacks auf reiner Gemüsebasis, welche nach mehreren Jahren Forschung enstanden. Für 1 kg   werden 3,2 kg reines und sonnengereiftes Gemüse verwendet.  Aktuell gibt es die drei leckeren Sorten: Tomate, Paprika und Bunte Ernte (zusätzlich mit Zucchini, Aubergine).  Die Snacks bestehen zu 100% aus natürlichen Zutaten, sind vegan, Eiweiß- (24/25g auf 10g) und ballaststoffreich (13g auf 100g). Zudem enthalten sie Vitamin E und sind glutenfrei. Auf der Website von   🌐 www.guzinos.de findest Du weitere Informationen zu den Produkten und einen Storefinder beziehungsweise eine Liste an Onlineshops, die die Sticks anbieten.                                     Richtig gesunder Snack 😍 wäre auch voll meins !! Mega, danke!! 🙌😍 So knusprig 🤤",,2021-08-11T15:12:32.000Z
CQjHtOlHbGh,https://www.instagram.com/p/CQjHtOlHbGh/,93,#germanfoodstartups #tulipans #tulipansketo #startketo #ketogen #ketorezepte #protein #lowcarb #ketolowcarb #ketoliebe #ketodeutschland #ketoküche #ketogeneernährung #lchf #ketolowcarb,"Die ketogene Ernährung wird auch in Deutschland immer beliebter. Hauptkennzeichen ist das Reduzieren der Kohlenhydrat-Zufuhr, damit der Körper seine Energiegewinnung umstellt und die Energie vorrangig aus Fetten gewonnen wird.  hat vielseitige Produkte entwickelt, die bei einer ketogenen Ernährung unterstützen. Das Sortiment umfasst Granola, Cookie Bites, Cremes, Kaffee, Getränke, MCT und eine Trinkmahlzeit. Die Trinkmahlzeit gibt es in der Sorte Schokolade 🍫 Haselnuss 🌰. Die Makronährstoff Verteilung beträgt 3:1 Fette: Proteine. Weiterhin enthält die Trinknahrung Ballaststoffe, Vitamine und Mineralstoffe. Das Granola gibt es in den beiden Geschmacksrichtungen Nuss-Crunch und Kakao-Crunch. Beide Knuspermüslis sind vegan, Ballaststoffreich, zuckerarm und Lower Carb. Zudem gibt es ein   MCT Öl und MCT Pulver. MCT sind mittelkettige Fettsäuren, die vermehrt Ketonkörper bilden, aus denen dann Energie gewonnen wird. Die Keto Cookie Bites gibt es in den drei Geschmacksrichtungen Kokos, Kakao und Himbeere. Außerdem gibt es eine palmölfreie Keto Haselnuss Kakao Creme mit 5g Protein und gerade einmal 1.1g Zucker auf 100g. Weiterhin gibt es auch Keto Kaffee und Keto Creamer (Ersatz für Kaffeeweißer). Weitere Informationen zu den Produkten findest Du bei   und online unter 🌐 shop.tulipans.com                             Uuh mit den Produkten liebäugel ich ja schon lange 😍 die würden auch perfekt zu meinem ernährungsstil passen Das könnte was für mich sein 😅",,2021-06-25T15:48:32.000Z
CQTsW2Fngqt,https://www.instagram.com/p/CQTsW2Fngqt/,109,#germanfoodstartups #hanfprojekt #hanf #hemp #foodstartup #hanfprodukte #hanflebensmittel #hanfplanze #nutzhanf #hanfsamen #vegan #veganfood #glutenfrei #laktosefrei #thcfree #plantpower,"Hanf ist eine der ältesten Nutzpflanzen der Erde. Bereits im Jahr 2800 vor Christus wurden in China die ersten Seile aus Hanffasern hergestellt. Durch das gute Nährstoffprofil kommt Hanf auch in der Lebensmittelbranche eine immer größere Bedeutung zu.  aus Duderstadt bei Göttingen produziert aus regional angebautem und THC freiem Nutzhanf Bio zertifizierte Lebensmittel und Öle. Besonders innovativ sind die Hanfnudeln und die karamellisierten Hanfsamen von    Die Bio Hanf Nudeln gibt es einmal als Fussili in Kombination mit rotem Linsenmehl und als Tagliatelle mit Dinkel. Die karamellisierten Hanfsamen mit Bio Rohrohrzucker gibt es auch noch in einer Version mit Kakao. Sie eignen sich zum snacken oder als Ergänzung zu Speisen wie Müsli, Joghurt oder Smoothies. Zudem gibt es Bio Grüntee mit Hanfblättern in drei Sorten. Grüntee, Grüntee Zitrone 🍋 und Grüntee Orange 🍊. Dann gibt es noch Hanfmehl, Hanfsamen und Hanfprotein Pulver, sowie verschiedene Öle und Hanf Kaffee. Weitere Informationen zu den Produkten findest Du bei   und online unter 🌐 hanfprojekt.de Unbezahlte Werbung/Produktmuster gestellt                               Die karamellisieren Samen klingt ja interessant 😍 stell ich mir toll auf cupcakes vor Bei hanfprodukten bin ich super experimentierfreudig🔥🔥",,2021-06-19T16:00:57.000Z
