id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CJ34BNmHHyd,https://www.instagram.com/p/CJ34BNmHHyd/,,#tb #nye #nye2021 #uae #uaelife #happynewyear #dubai #burjkhalifa #mydubai #home #beautiful #downtowndubai #memories #lifeinmiddleeast,NYE fireworks Amazing Burj Khalifa fireworks and laser light show from our building 😍🎉 Such an incredible and unforgettable experience with friends from all over the world 🌍 Hello 2021 🤍 ___________________________________________________                           Mega 😍 ein Wahnsinn,,2021-01-10T17:36:59.000Z
CLRzoFRHJsd,https://www.instagram.com/p/CLRzoFRHJsd/,76,#bf #valentinesday #dubai #soulmate,"I love you so 🖤  you're an amazing human being. Thanks for an incredible year! Happy V-Day 😘       We would be honored to have you as our ambassador and send you free gifts if interested please check your dm❤️😍 Such a great couple, so happy for you sweetie 🥰💖 💖💖💖💖 ❤️ ❤️❤️",,2021-02-14T15:49:01.000Z
CLv_G3HHbOa,https://www.instagram.com/p/CLv_G3HHbOa/,115,#gizapyramids #7wondersoftheworld #cairo #cairoegypt #egypt #giza #pyramids #sevenworldwonders #horseriding #explore #adventureofmylife,It’s like in a dream 🖤  Bucket list:     ✅                 Soo cool🙌😍 🔥🔥🔥 so amazing! Mega 😍 Great shot 🙌 Thx ☺️ 😍😍😍,,2021-02-26T09:06:33.000Z
B86DNY8HFb9,https://www.instagram.com/p/B86DNY8HFb9/,72,#tb #dubai #simplyhappy,it is good! isn't it? this life. this living. 💙     😍😍🤯 It makes my heart so warm to see you so happy 😍🥰😘💖 You look amazing! ❤️❤️❤️😍,,2020-02-23T11:03:53.000Z
CILauijH_g8,https://www.instagram.com/p/CILauijH_g8/,98,#lifeinmiddleeast #horseriding #bcodospan #dubai #mydubai #happyme #memories #desert #uae #uaelife #happydunes,Riding a horse called 'Magic' in the desert 😍 Thanks to   and   for this awesome experience ❤️ _________________________________________________                   😍 I’m glad you like it baby 😍😍😍 😍das würd ich auch gern mal machen❤️😘 Toll 😍,,2020-11-29T14:41:49.000Z
CKIrGjFHdu9,https://www.instagram.com/p/CKIrGjFHdu9/,41,#africa #kenya #tea #teafarm #beautifulafrica #bf #nature #adventureofmylife,Tea farm in Kenya 🍵🇰🇪              ,,2021-01-17T06:09:58.000Z
CA75IRInMYw,https://www.instagram.com/p/CA75IRInMYw/,31,#blacklivesmatter #blackouttuesday #educate #grow #blackouttuesday,"   'judge me by my character not my skin'   Hey! Please consider deleting and reposting it without the BLM hashtag! Editing the hashtag doesn’t remove it from the tags feed! It’s blocking important information! Use only   ❤️ Tell others! Besser den # blacklivesmatter entfernen 😊 wichtige Infos kommen sonst nicht durch, nur black screen 🙏🏿 There are a plenty of profiles on Instagram, but your account is a real diamond😍❤️ I'm glad I visited your page. Your content deserves more comments and appreciation. I know  , probably, it will help you as it helped me🥰",,2020-06-02T14:19:52.000Z
CNNRgpInynw,https://www.instagram.com/p/CNNRgpInynw/,75,#tb #egypt #cairo #pyramids #bf #sevenworldwonders #gizapyramids #travel #ancientegypt #egyptian #pyramid #pyramidsofgiza #thisisegypt #history #travelphotography #photography #africa #egyptology #cairoegypt #desert #ancient #sharmelsheikh,"It is the possibility of having a dream come true that makes life interesting ✨ Paulo Coelho, the Alchemist  ___________________________________________________________                                           Awww I miss Egypt 🇪🇬 Woooow 😍😍😍",,2021-04-03T14:36:44.000Z
B9jlPxlHOSy,https://www.instagram.com/p/B9jlPxlHOSy/,,,"Do the things that scare you the most! Thanks to   for this breathtaking experience 🖤 🤩Wow 🤩 no gain in comfort zone 🙌🏽 Great! 👏 Du bist so brave!! 😍👍 Wow! This is amazing! ❤️❤️❤️ wow😍🙏🏽 Amazing video, beautiful song!🔝🔝🔝😍😍😍",,2020-03-10T14:14:42.000Z
CJOR_h7nQ_2,https://www.instagram.com/p/CJOR_h7nQ_2/,88,#soulmate #1yearanniversary #bf #mylove #bestfriend #dubai #mydubai #simplyhappy #lifeinmiddleeast #bcodospan #adventureofmylife,25.12.2019 ♥️    ________________________________________________                 Love it ❤️. So happy for you both. 😊 😍😍 ♥️😍♥️ ❤️❤️ 😍😍 ❤️❤️❤️,,2020-12-25T13:54:36.000Z
CKBXhC8nb_z,https://www.instagram.com/p/CKBXhC8nb_z/,133,#dubai #mydubai #uae #lifeinmiddleeast #favoriteplace #sea #vitaminsea #bcodospan #sun #adventureofmylife #beautifulmoments #wonderfullife❤️ #favoriteplaceonearth,Always happy by the sea 🌊 it is so powerful and my favorite place to come down 😻💙 ______________________________________________                             😍 😍😍😍 😍😍😍 You are gorgeous! ❤️❤️😘😍 🌞😍 🔥🔥🔥 Happy New Year✨🎄🌹 I have all branded products If you need check out my pages 🧥👠👡👢👒👛🩱,,2021-01-14T10:04:08.000Z
B8-iUc1nlts,https://www.instagram.com/p/B8-iUc1nlts/,49,#tb #dubai #amazing #view #inlove,This city🖤        ,,2020-02-25T04:52:42.000Z
CMZLRt4nzd-,https://www.instagram.com/p/CMZLRt4nzd-/,104,#giza #ancient #egypt #cairo #pyramids #gizapyramids #travel #ancientegypt #egyptian #egipto #pyramid #sevenworldwonders #pyramidsofgiza #thisisegypt #travelphotography #egitto #history #photography #africa #egyptology #sphinx #cairoegypt #visitegypt #travelgram #desert #egiptologia #sharmelsheikh #adventureofmylife,"The world is full of wonders✨  Egypt is a country full of history, especially Cairo with its world treasures, the great pyramids and the Sphinx 🌍 Ever since I was a kid and got to know the pyramids as one of the seven wonders of the world, I've wanted to see them with my own eyes ... a dream came true 🤍 _______________________________________________________                                                        How many times were you offered a camel ride? 😂 Soo toll, amazing 😍🙌 Niiie 😍 What a dress 👗!!",,2021-03-14T09:01:45.000Z
B8TsMqVHW0D,https://www.instagram.com/p/B8TsMqVHW0D/,62,#tb #clubbing #friends #sunsetsaturday #graz,Sunset Saturday 🖤         😍 Wow 😻 👏 aaaawesome pic :),,2020-02-08T13:31:40.000Z
CSGnKStqZQy,https://www.instagram.com/p/CSGnKStqZQy/,82,#greece #athens #holiday #sun #happyme,"Hi from Athens 🇬🇷         😍🇸 🇪 🇳 🇩  🇵 🇮 🇨  🇴 🇳 👉 📸 Amazing!  perfectly fit for our brand, Dm us now and receive gifts. Aww! You are looking adorable. Send us a message for a great proposition.",,2021-08-03T07:08:12.000Z
CKIsF9En_XJ,https://www.instagram.com/p/CKIsF9En_XJ/,104,#africa #tea #teafarm #kenya #beautifulafrica #bestfriend #favoriteperson #adventureofmylife,Exploring beautiful Africa with my bf 🌍🇰🇪               😍😍😍🔝 Enjoy!,,2021-01-17T06:18:38.000Z
CJDoN2SnSWC,https://www.instagram.com/p/CJDoN2SnSWC/,55,#home #dubai #mydubai #simplyhappy #uae #lifeinmiddleeast #adventureofmylife,View from my window 🖤 ________________________________________________           😍😍😍😍🔝 😍😍😍,,2020-12-21T10:37:09.000Z
CNRne_BHTfH,https://www.instagram.com/p/CNRne_BHTfH/,95,#dubai #uae #mydubai #dubailife #dxb #love #emirates #sea #sun #sandytoes #happyplace #lifeinmiddleeast #zerogravitydubai,My happy place 🌊☀️                             Hi Guys i have the best Brand Market in Insta Pls check ☺️❤️ Hi Guys 😍😍😍i have the best brand market in insta pls check👜👠👡🥿🕶😍(00971506083359) Niiiice pic 😍,,2021-04-05T07:05:42.000Z
B-DShI5nmyr,https://www.instagram.com/p/B-DShI5nmyr/,60,#nurheute #stayhome,  ❤️❤️❤️🔝 Du siehst mega sympathisch aus! ☺ geh mal in dein Postfach & schau dir deine Nachrichtenanfragen an ✨💌,,2020-03-22T21:42:13.000Z
CSGmRy0qiGi,https://www.instagram.com/p/CSGmRy0qiGi/,38,#greece #sailing #sailinglife #sailingboat #vacationmode #happyme #sunset,Beautiful Greece 🇬🇷 I love being on a boat ⛵️☀️             Enjoy every moment! Wooow ❤️ Toooo😍 P,,2021-08-03T07:00:29.000Z
CKqKJyXn1OV,https://www.instagram.com/p/CKqKJyXn1OV/,,#safari #africa #kenya #kempinski #masaimara #wildlife #animals #dream #beautiful #memories,We found paradise 🤍 We found paradise   🌍 we could see 🐘🦒🦛 from our room/tent 😍                  ,,2021-01-30T06:17:00.000Z
CD5-xqApl14,https://www.instagram.com/p/CD5-xqApl14/,101,#lifeinmiddleeast #dubai #mydubai #palmtrees #sunshine #bf #enjoyinglife #life #bcodospan #happyhappyhappy #summer,Favorite person 🖤 Favorite spot ☀️🌴 _______________________________________________                     😍💖💖💖💖 Ohhh enjoy it sweetie 😍😍😍 So beautiful! 😘😘❤️ 😍😍😍♥️♥️♥️♥️ 😍,,2020-08-15T10:04:54.000Z
CKa5S4gHlbI,https://www.instagram.com/p/CKa5S4gHlbI/,61,#africa #nairobi #kenya #friends #memories #travel #explore #beautifulafrica,We love Hanna ♥️ thanks for an incredible & unforgettable time in Nairobi 🙏🏻😊🌍               So happy you came to Africa! 🌍,,2021-01-24T08:00:19.000Z
CKLvFUPHmDy,https://www.instagram.com/p/CKLvFUPHmDy/,63,#africa #nairobi #kenya #nairobikenya #giraffe #wildlife #adventureofmylife #giraffesanctuary,Meet Selma the giraffe lady🦒she loves food but never try to touch her! She can be a diva - she tried to head bump me 🙄😂                Wunderschönes Foto 😍🔥 Wo ist des genau 😀,,2021-01-18T10:42:28.000Z
CH55VmdH6Do,https://www.instagram.com/p/CH55VmdH6Do/,122,#dubai #mydubai #simplyhappy #bf #lifeinmiddleeast #bcodospan #lebanon #india #philippines #australia #usa #austria #italy #adventureofmylife,Home is where your heart is 🖤 I'm so thankful for everything I'm able to experience 🙏🏻 I had the best birthday and a great Mexican dinner with friends from all over the world 🌏 Literally no one had the same nationality 😍 This is awesome ☺️👏🏻 Thanks to the best bf in the world. He makes my life so special and surprises me every single day ♥️ I love you bby 😍 ________________________________________________                           😍😍😍😍 😍😍😍 Oooh schön zu hören 😍❤️ 😍💖💖💖💖💖💖 Happy birthday 😍🎉🎉 Beautiful! ❤️❤️😘😘😘😘 Alles Gute zum Geburtstag 🎉🎆 Mashallah ❤️ Im so happy for you baby 😊,,2020-11-22T19:22:58.000Z
