id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CRgpdXJnzel,https://www.instagram.com/p/CRgpdXJnzel/,82,#bewusstheit #achtsamkeit #lebensfreude #berufung #musikgibtkraft #selbstwertschätzung #glaubandich #personalisiertenamenslieder #soundhorn #wahrheitleben #herzensweg #kinderlieder #mutigdiewelterobern #meditation #entspannung,"Dieses Zitat muss ich einfach teilen! Wer kennt es nicht? Musik läuft und Emotionen verändern sich🙃 Wenn du es genauso siehst, gib gerne ein 👍 👏👏👏👏oooo jaaa 👏👏👏das Stimmt 👏👏👏👏 echt cool beschrieben 👏👏👏vielen lieben dank 👏👏👏 total. Erweckt Erinnerungen und Träume zum Leben Mega Zitat, und einfach wahr ❤️ Musik ist einfach wie ein Heilmittel der Seele 😍 Musik weckt unsere Erinnerung in wenigen Sekunden und kann damit vieles verändern.  Ein wunderbares Heilmittel ✨ oh ja 😍 Jep! 🔥 Super tolles und wahres Zitat! ✨ Ganz herzlichen Dank ❤️ Sehr cooles Zitat 🔥 Ich kannte es noch nicht 🎶 Man kann es kaum besser beschreiben 🙌😍🙌",,2021-07-19T13:17:08.000Z
CL9aAZ6HF2j,https://www.instagram.com/p/CL9aAZ6HF2j/,,#aufstellung #selbstwert #sandraburgstaller #namenslieder #wertschätzung #dubistwertvoll #interview #soundhorn #psychotherapie #personalisiertelieder #musikgibtkraft #mutigdiewelterobern #zitamartus #robertdenk,"Selbstwert- Aufstellung Dieses Video ist aus unserem Interview „Selbstwert und wie ich diesen stärken kann“ entstanden. Ich war natürlich sehr neugierig und wollte wissen, wie wir unseren eigenen Selbstwert anhand von Symbolen ersichtlich machen können. Danke hier an Psychotherapeutin Sandra Burgstaller, die ich für dieses wichtige Thema als Expertin gewinnen konnte. Hier ein kleiner Auszug „Behind the Scenes“. Das ganze Interview wird in den nächsten Tagen auf unserem YouTube Spundhorn Kanal erscheinen. ♥️Wir sind davon überzeugt, dass wir alle so wertvolle Wesen sind. Wichtig ist nur, dass wir das auch anerkennen und es uns in Erinnerung rufen🔥 Danke an  🌷 Ihr zwei wunderbaren Seelen ❤️❤️❤️ So toll und voll schön 😍 mehr braucht es oft nicht die Erinnerung an uns selbst ❤️ großartig die Übung 🙌 Den Selbstwert aufstellen ist eine sehr schöne Idee 😍❤️danke fürs mitnehmen",,2021-03-03T14:33:07.000Z
CP5V0vbnB4_,https://www.instagram.com/p/CP5V0vbnB4_/,86,#musikgibtkraft #wahrheit #lebensfreude #bewusstheit #klarheit #namenslieder #meditation #glaubandich #kinderlieder #soundhorn #singen #selbstwert,"Die auditiven Künste nehmen in der menschlichen Geschichte eine ganz besondere Stellung ein. So gibt es neurologische Fallstudien von Alzheimer,- Schlaganfall- oder Krebspatienten.  Diese verlieren mit organischem Hirntrauma häufig Gesichtssinn - trotzdem bleibt die Fähigkeit Reime zu erinnern und Lieder zu singen sehr viel länger erhalten. Auditives ist somit dem Gehirn wesentlich tiefer eingeprägt! Auszug von Dr. Martina Leibovici-Mühlberger M.Sc. 👏👏👏 sehr sehr interessant 👏👏 Das wusste ich noch nicht ❤️❤️❤️ Interessant 🔥",,2021-06-09T10:23:48.000Z
CMfEh90n_M6,https://www.instagram.com/p/CMfEh90n_M6/,153,#wähle,"Was wir hören, nehmen wir unterbewusst in uns auf - ob wir das wollen oder nicht. Natürlich können wir uns das nicht immer aussuchen, aber wir können in unserer eigenen Zeit achtsamer mit der akustischen Umwelt umgehen und uns Musik und Klänge auswählen, die uns stärken, und Kraft geben und uns motivieren 🔥  weise  Herzensgrüsse, Zita und Robert Oh ja!👏👍🏻 So wichtig, darauf zu achten, was wir in uns aufnehmen und vielleicht sogar für wahr in uns speichern. Achtsamkeit ist da wirklich der Schlüssel😁🗝❤️ Danke für die gute Idee ihr beiden! Musik ist in unserem Arbeitsalltag gar nicht mehr so präsent, wie sie einmal war! Dabei macht etwas Hintergrundmusik so viel aus! 😍👏 Schönes Zitat! 🥰👍🏼 Ein sehr tolles Zitat. Und so ist es. Es ist nicht gleich sichtbar was wir sähen, aber wenn wir uns kümmern, dürfen wir ernten❤️ Bewusster Konsum in allen Bereichen ist so wichtig 😍🙌 Wie wahr ❤️ So waaaahr... vielen Dank für‘s Erinnern 💚🧡💛 So ein tolles Gesetz. 🙏🏻💗 so schön geschrieben. Vielen Dank. Yes ❤️ Das ist ein wichtiger Aufruf. Noch bewusster uns mit stärkenden Klängen zu umgeben. Danke Dir 🙏💙 so richtig🔨",,2021-03-16T15:58:15.000Z
COZ-F5anJ9O,https://www.instagram.com/p/COZ-F5anJ9O/,,#maultrommel #instrumentenliebe #franzwimner #gewinnspiel #soundhorn #personalisiertekinderlieder #bewusstheit #achtsamkeit #liebe #lebensfreude #herzensweg #meditation #glaubandich #wirkungvonmusik #musikgibtkraft,"❗ Gewinnspiel❗ 👉Heute gibt es eine Maultrommel von Maultrommelerzeuger Franz Wimmer zu gewinnen.🐝 Zusätzlich zu dem Instrument erhaltet ihr ein Personalisiertes Aufräumlied als USB-GESCHENKKARTE mit deinem Wunschnamen. Ein DOPPELFREUDE-Paket!  Was du dafür tun kannst? 💖 like Soundhorn/ Personalisierte Namenslieder und like das Gewinnspiel   💖 Markiere Leute denen unser Gewinnspiel auch gefallen könnte   💖 FREIWILLIG! 🔥 Schreibe in den Kommentaren wofür du die Maultrommel verwenden willst :)   💖 Verlosung ist am 15.05.2021 Rechtliche Hinweise: Die Aktion steht in keinerlei Verbindung zu Instagram und wird in keiner Weise von Instagram gesponsert, unterstützt oder organisiert. Die Gewinne können nicht in bar ausgezahlt werden, sind vom Umtausch ausgeschlossen und können nicht gegen andere Produkte getauscht werden. Eine Teilnahme am Gewinnspiel ist ausschließlich zu den hier aufgeführten Bedingungen möglich. Mit der Teilnahme am Gewinnspiel erkennt der Teilnehmer diese Teilnahmebedingungen ausdrücklich an. Der Veranstalter behält sich vor, das Gewinnspiel zu jedem Zeitpunkt ohne Vorankündigung und ohne Angabe von Gründen zu ändern, anzupassen oder zu beenden. Teilnahmeberechtigt sind Personen, die mindestens 18 Jahre alt sind. Unter allen Beiträgen, die die oben genannten Kriterien erfüllen und innerhalb des Aktionszeitraums eingegangen sind, werden die Gewinner ausgelost. Die Gewinnermittlung erfolgt per Zufallsgenerator. Der Gewinner hat nach Bekanntgabe 2 Tage Zeit, sich via Mail/PN zu melden. Meldet sich der Gewinner nicht innerhalb dieser Zeit, verfällt der Gewinn. Der Rechtsweg ist ausgeschlossen. Beitrag enthält Werbung Ein Maultrommel wollte ichschon immer mal spielen lernen. ❤️🍀🍀🍀 Viel Glück wünsche ich auch    +   🍀🍀🍀         Ich hätte gerne eine 2. mit anderem klang ❤️ oder als Geschenk!! Ein super Instrument!",,2021-05-03T09:29:56.000Z
CI9Tc_qHqzB,https://www.instagram.com/p/CI9Tc_qHqzB/,,,"Wer ist Soundhorn? Live Pitch in 3 Minuten🔥 erfahre über unsere Mission ♥️ Danke für deine Zeit! 💪Ein Pitch ist immer aufregend aber bringt sich Freude - auch hier gilt einfach üben, üben, üben! Freu mich über Feedback! ❤️❤️❤️ So schön 😍👏 Wie schön 😍💝 Ihr tragt mit dieser Idee eine wundervolle Botschaft aus 🌹✨",,2020-12-18T23:46:44.000Z
CL7KBzknCQk,https://www.instagram.com/p/CL7KBzknCQk/,153,#aboutBook,"Über zwei Jahre Arbeit und Freude! Und war es wichtig all unser Wissen über die Kraft der Musik weiterzugeben - darunter auch Bekanntmachung von Instrumenten, die jeder spielen kann - verpackt mit liebevollen Geschichten und Liedern🌷🌷denn mit Musik steigt auch die Kreativität und die alltägliche Kraft 🤩🥰🌷 👉kann hier vorbestellt werden: https://www.springer.com/de/book/9783662628133 Bravo 👏 Wird auf alle Fälle bestellt ❤️ Toll! ✅ Herzlichen Glückwunsch! ❤️❤️❤️❤️ Wunderbar und herzlichen Glückwunsch ☺️🙏🎉🎉🎉so wertvoll 🥳❤️ Das ist ja super cool!!! Tolle Arbeit! Ganz herzlichen Glückwunsch! 👍🏼🥰 Ich selbst liebe die Musik und was sie transportiert. Ich überlege auch, was und wie ich das meinen 6 jährigen Zwillingen vermitteln und näher bringen kann. So wertvoll!!! 🥰👍🏼💕Ganz toll!!! 💕 Großartig ❤️❤️❤️! Bin schon total gespannt!!! Gratuliere dir zu deinem ersten Buch 😍!! 🙌 Bin schon gespannt 🌈 und freue mich „dich“ zu lesen 💚 Oh das klingt super spannend ❤️ Meine Kinder lieben es zu singen. Wir trällern gerne mal vor uns hin. Es ist soo schade, dass sie nicht mehr zum Chor gehen können. Das Singen verstummte ... überall. Wir können wir es wieder aufleben lassen? 🙌",,2021-03-02T17:13:37.000Z
CLT1utLnxET,https://www.instagram.com/p/CLT1utLnxET/,98,#steirischewirtschaft #nurmut #individuellelieder #soundhorn #kinderlieder #meditation #selbstvertrauenstärken #kraftlieder #liebe #herzensweg #mutigdiewelterobern🔥,"Danke an   für den Artikel in der aktuellen Ausgabe 🔥 Wir freuen uns und ermutigen auch anderen bei KMU- Lotto mitzumachen💪🔥 👉NUR MUT! P.s.: in dem Artikel verraten wir auch unsere 2 neuen Themenlieder, die wir dieses Jahr frisch komponieren werden ♥️ Herzensgrüsse, Zita und Robert von Soundhorn ♥️ 🙌🥳👏🏼 WOW!!!🤩🥰😘 Spitze 🙌 Kannten wir garnicht. Reichen gleich unser Los ein 😮 Danke für den Tipp🤗",,2021-02-15T10:45:52.000Z
CQOfQr2Hb_D,https://www.instagram.com/p/CQOfQr2Hb_D/,,,"Umgang mit Tod und Trauer Anbei der Trailer zu dem Thema „Tod und Trauer“ - auch dieses Thema darf noch mehr Integration erfahren. In dem Interview teilt Psychotherapeutin Sandra Burgstaller ihre Erfahrungen und gibt wertvolle Inhalte weiter, wie wir mit diesem Thema umgehen können (Interview wird im August erscheinen) hier ein berührender Auszug.  Herzensgrüsse🌺 ❤️❤️❤️",,2021-06-17T15:33:25.000Z
CNpN4wtnIhZ,https://www.instagram.com/p/CNpN4wtnIhZ/,109,#meditation #namenslieder #soundhorn #geschenkkarte #interspar #lebensfreude #herzensweg #bewusstheit #achtsamkeit #wertschätzung #glaubandich #selbstliebe #kinderlieder #namen,"Soundhorn goes INTERSPAR♥️Wir freuen uns sehr! Oft möchten wir etwas personalisiertes schenken - wissen aber den Namen noch nicht oder wissen nicht welches Lied am besten gefällt 🙃🥰aus diesem Grund freuen wir uns auf die gemeinsame Kooperation mit der Gutscheinwelt von Interspar   - ab sofort können Soundhorn Gutscheine in unterschiedlichen Preiskategorien dort erworben werden♥️Danke für das Vertrauen! 💯 auch hier die Erinnerung: glaub an dich! Glaub an dein Produkt und kenne dein Wofür Herzensgrüsse, Zita und Robert❣️ 👉 https://www.interspar.at/shop/haushalt/ 🙌🙌🙌 Wow!!!! 👏 Wow❤️ super toll. Danke Yay!!!! Supercool!!!",,2021-04-14T11:03:48.000Z
CJtk2t4nqpd,https://www.instagram.com/p/CJtk2t4nqpd/,,,"Personalisierte Meditation🔥 Hier ein Auszug unserer personalisierten Meditation ♥️ du hörst eine kurze Passage des Anfangs und des Endes 😊natürlich wird auch diese mit dem Wunschnamen eingesprochen. Das Tolle daran ist, dass wir die Musik so geschrieben haben, dass diese durch die Instrumentierung eine besondere Wirkung auf uns Menschen hat!  🔥 ja! In der Ruhe liegt die Kraft 🔥 Hey cool 👏🏻. Neues Geschäftsfeld ❤️! Freue mich schon auf deinen Besuch 😘 So schön ❤️",,2021-01-06T17:39:24.000Z
CLekzG1n6cg,https://www.instagram.com/p/CLekzG1n6cg/,128,#deinestimme #wertvoll #lebensfreude #achtsamkeit #bewusstheit #musik #soundhorn #personalisiertenamenslieder #mutigdiewelterobern #dubistgutgenug🔥,"Allein die Tatsache, dass es DEINE Stimme in dieser Form nur einmal auf dieser Welt gibt, sollte dich daran erinnern wie WERTVOLL und EINZIGARTIG du bist! 👉Warum ist es aber so, dass wir unsere Stimme oft komisch finden, vor allem wenn wir sie auf einer Aufnahme oder einem Video hören?🔥Der Grund dafür ist, dass wir uns beim Sprechen nicht ausschließlich über den äusseren Gehörgang hören wie unsere Mitmenschen sonder auch über das Innen- und Mittelohr. Wir hören und selbst über den sogenannten Knochenschall und dürfen und so erstmal mit der Stimme die auf einer Aufnahme erklingt, anfreunden. Das ist unsere Stimme - das sind wir! Mit unserer eigenen Stimme haben wir Einfluss auf unsere STIMMUNG und können mit ihr unsere Selbstliebe und Wertschätzung für uns üben. Denn wie gesagt - deine Stimme ist einmalig!!! WOW!!!!🥳 Herzlichst, Zita und Robert von Soundhorn 🔥 Gerade diese Woche habe ich zu jemandem gesagt, dass ich meine Stimme ‚von aussen gehört‘ nicht mehr komisch finde seit ich mit Videos von mir arbeite - ich habe sie effektiv kennen gelernt!! Mächtiges Instrument, die Stimme ♥️ Mir geht es so mit dem Singen und auch mit den Sprechen der Storys. Es ist nicht mehr so fremd, meine eigene Stimme zu hören. Das ist wirklich unfassbar und Wundervoll zugleich 🙏🏻,☺️👏🏻 ❤️😍 Stimmt, darüber hab ich mir noch nie Gedanken gemacht, aber jetzt wo ich es lese... Dankeschön für diesen wundervollen Beitrag ✨🙏🏼✨",,2021-02-19T14:49:34.000Z
CKLsKaUHiwf,https://www.instagram.com/p/CKLsKaUHiwf/,141,#achtsamkeit #bewusstheit #meditation #lebensfreude #personalisiertenamenslieder #selbstbewusstsein #wertschätzung #herz #soundhorn #musikgibtkraft #mutigdiewelterobern,"Das Leben besteht aus Rhythmus 🥁 So kann Musik und Musik direkt beeinflussen. Schlaflieder haben einen Rhythmus um und zu beruhigen.Bewegungslieder aktivieren und Kraftlieder bestärken und🔥 Musik geht direkt ins Herz und der Verstand darf hier ruhig einmal eine Pause machen 😊   Als Kind murrt man manchmal, aber heute bin ich so unendlich froh und dankbar, dass meine Eltern mir ermöglicht haben, meine ganze Schulzeit über Klavierunterricht zu nehmen 🙏🏻😍 es gibt nichts Heilsameres, als seine innersten Gefühle durch selbstgewählte Klänge verstärken oder ausgleichen zu können 😇 Wie wahr 💞😀 Sehr wichtig. Danke für diesen Reminder ♥️ ❤️❤️❤️❤️ Ohjaaa❤️ ich liebe Musik ❤️😍 Danke für diesen Post 💃🙌💃 Soo wichtig und spannend, dass Platon das schon wusste. 😍",,2021-01-18T10:16:57.000Z
CQ-06WSnKgs,https://www.instagram.com/p/CQ-06WSnKgs/,104,#dibistwertvoll #glaubandich #bewusstheit #achtsamkeit #lebensfreude #kinderlieder #herzensweg #mutigdiewelterobern #musikgibtkraft #namenslieder #personalisiertelieder #meditation #wertschätzung,"In der eigenen Wertschätzung ist so viel Heilsames - sie eröffnet und die Welt, um sie zu leben wie sie einem selbst gefällt und tut gut! Jeden Tag aufs Neue können wir diese Wertschätzung pflegen, in kleinen Ritualen, in Dinge, die uns selbst gut tun🧡🧡🧡 🔥Auf die Wertschätzung!!! Wertschätzung ist etwas wunderbares 💛💛💛 STATEMENT 😍 passend zu den Impulsen meiner heutigen Story 😍‼️💜👁 alles beginnt IN uns👁‼️💜 Das ist absolut richtig. Man kann auch nur andere lieben, wenn man sich selbst lieben kann. Diese große chinesische Weisheit bezieht sich auf viele andere Dinge auch. Es zeigt nur, dass alles bei uns beginnt, in uns, in unseren Gedanken und unseren Gefühlen … Auf die Wertschätzung! 🙌 Da bin ich dabei! Auf die Wertschätzung für sich selbst! 🔥 So wahr! 💛☺️ Wahre Worte auf jeden Fall 💯 Anders geht es nicht 🙏 Toller Beitrag, schau gerne mal bei mir vorbei 😊 Hab einen schönen Tag! ❤️❤️❤️",,2021-07-06T10:03:02.000Z
CNJyQcGHbWn,https://www.instagram.com/p/CNJyQcGHbWn/,,#rhyhtmusinstrumentefürkinder #wahrheit #lebensfreude #gesundheit #meditation #instrumente #cajon #klangbruder #soundhorn #namenslieder #cajon #jederistmusikalisch #selstbliebe,"Interview mit Instrumentenbauer Carsten Kirsch🔥 Interview mit Instrumentenbauer Carsten Kirsch🥰wir sprechen über Rhythmusinstrumente 🥁 und wie wir die richtigen für uns selbst und für unsere Kinder auswählen können. Warum Trommeln so gesund ist und ab welchem Alter sich so ein Instrument für Kinder eignet. Des Weiteren sprechen wir über die Qualität und Lebensdauer eines Instruments! ❣️ für alle zuhörende gibt es eine besondere Überraschung! Bis 30.April läuft ein Gewinnspiel! Bitte beantwortet folgende Frage: Welches Instrument baut Carsten am liebsten? 👉Mail an   mit Betreff Gewinnspiel und der Antwort und schon seit ihr im Lostopf! Zu gewinnen gibt es eine Cajon in gelber Farbe für Kinder mit einem handgemachten Schrägbrett für die perfekte Haltung! (Im Schlussteil könnt ihr das Lieblingsinstrument von Carsten sogar live sehen😌) 🔥Wir freuen uns auf dich und dein Feedback! Solltest du noch fragen haben, immer her damit!🥰 Sehr schön. Vielen lieben Dank. 😍🔥❤️🙏🙏",,2021-04-02T07:51:58.000Z
CJGtm20HixW,https://www.instagram.com/p/CJGtm20HixW/,165,#musikliebe #achtsamkeit #lebensfreude #soundhorn #heimatlieder #herzensweg #wahrheit #bewusstheit #personalisiertelieder #wertschätzung #selbstwert #mutigdiewelterobern,"Gestern Lieder aus meiner Kindheit angehört.. wie prägend diese Zeit doch ist. Meine Mutter liebte es den ganzen Tag Schallplatten zu hören und ich liebe diese Musik auch heute noch..immer noch.. ihre Musikpräferenz ist auch ein Teil von mir geworden..mir wurde bewusst, sie sind meine Heimat, lassen mich meine Wurzeln erkennen und immer wieder neu entdecken! Meine Emotionen ausleben und schöne Erinnerungen bringen diese wieder hervor!! Danke! Wo meine Lieder sind, ist meine Heimat.. Wie schön geschrieben ❤️ Oh, das ist eine schöne Prägung. 💕🤗💖😊 ❤️❤️❤️ Coole Idee! Ach wie cool. Wir hören Neujahr immer die Top-Hits unserer Jugend 🤘🏻 😍❤️",,2020-12-22T15:21:59.000Z
CRY5fjfH2Ya,https://www.instagram.com/p/CRY5fjfH2Ya/,138,#achtsamkeit #wahrheit #lebensfreude #bewusstheit #meditation #musik #glaubandich #wertschätzung #friede #namenslieder #kinderlieder #soundhorn #natur #personalisiertelieder #schlaflieder #selbstliebe,"„Wer die Musik liebt, kann nie ganz unglücklich werden“ - Franz Schubert 👉Für uns ist sie ein täglicher Begleiter. Sie wirkt um uns herum, sei es die eigene Stimme oder die Stimme deiner Mitmenschen, sei es das Geklapper von Geschirr oder das Schlürfen eines Getränks. Wir sind umgeben von Klängen und all diese Formen die Musik, unsere Alltagsmelodie, wenn wir diese bewusst wahrnehmen und in uns tragen, haben wir all die Macht sie zu formen..und das in uns aufzunehmen, was uns gefällt und berührt.. ❤️❤️❤️Ich liebe Musik ❤️❤️❤️ Musik ist so etwas wunderbares.🪄❤️ Musik berührt und bewegt 🙏💙 Oh ja, mit Musik kann man seine Stimmungen sehr gut beeinflussen. Ich kann auch bei bestimmten Liedern fast wehmütig oder auch traurig werden. Es geht ja nicht immer nur in die positive Richtung. Aber Franz Schubert hat natürlich vollkommen recht! Musik kann einen durchdringen, bis in die tiefsten Ecken. Sehr starke Emotionen auslösen…❤️❤️❤️ Ihr Schönen ❤️",,2021-07-16T13:03:19.000Z
CJnmiT8HUKc,https://www.instagram.com/p/CJnmiT8HUKc/,,#soundhorn #achtsamkeit #bewusstheit #lebensfreude #herzensweg #mutigdiewelterobern #namenslieder #personalisiertekinderlieder #schlaflieder #meditation #leichtigkeit #wertschätzung,"Wir freuen uns wieder, wenn wir das Willkommenslied für viele neuen ErdenbürgerInnen dieses Jahr einsingen dürfen 🔥 In diesem Sinne ein frohes neues Jahr! Mit viel Freude, Leichtigkeit und Mut♥️♥️♥️ Herzlichste Grüße, Robert und Zita Für unseres natürlich auch im Juli dann 🎉 So schön 🙏💛 Wie schön ❤️",,2021-01-04T10:02:02.000Z
CPTXkgKHbdT,https://www.instagram.com/p/CPTXkgKHbdT/,90,#musikgibtkraft #wahrheitleben #lebensfreude #wirkungvonmusik #soundhorn #namenslieder #bewusstheit #herzensfreude #folgedeinemherzen #bedeutungvonnamen #achtsamkeit #meditation #kinderlieder #personalisiertegeschenke #singen #glaubandich,"Wenn wir Musik hören, fühlen wir uns GANZ. In diesem Interview sprechen wir über die Kraft der Musik, über die Bedeutung von Namen und wie wir Musik in unseren Alltag einsetzen können. Jederzeit zum nachhören - Podcast von  ☺️🌺🙃 Viel Freude! Herzensgrüsse, Zita Oh, da höre ich doch nachher mal rein 😊🍀 💎💎💎 bewusstheit 🤝💎🤝 💝💝💝 ❤️❤️❤️ Sooo spannend ❤️ sehr cool!",,2021-05-25T16:27:55.000Z
CO93xxanheY,https://www.instagram.com/p/CO93xxanheY/,,#diekraftderrituale #vortragsreihe #soundhorn #namenslieder #sandraburgstaller #warumritualesowichtigsind #liebe #kinderlieder #glaunandich #dubistwrrtvoll,"Kraft der Rituale🔥 👉Warum Rituale so kraftvoll sind! Heute ein Auszug „Behind the Scenes“ aus unserer Vortragsreihe. Danke an Psychotherapeutin Sandra Burgstaller, danke an Johannes Burgstaller für den Videodreh und danke an Robert Denk für die Musik🎵  ♥️♥️♥️",,2021-05-17T08:07:46.000Z
CJb_sQMHb0y,https://www.instagram.com/p/CJb_sQMHb0y/,,,"Danke für dieses Jahr 2020! Für uns ein mutiges Jahr🔥Es hat uns gezeigt, dass es uns gut tut, wenn wir es WAGEN, unserem Herzen folgen und uns einfach ins Geschehen und ins Abenteuer werfen🥰 Wir danken dir für deinen Support und wünschen dir von ganzem Herzen einen guten Rutsch! 👉Möge es ein Jahr der Freude und der vollen Befreiung werden! Lasst uns das tun, was uns Freude macht!! Lasst es uns WAGEN! Lasst uns tun, wonach unser Herz ruft ♥️♥️♥️ Alles Liebe Robert und Zita 🔥 ❤️❤️❤️ ihr seid toll, ihr habt alles richtig gemacht!!! Träume suchen, erarbeiten und leben 🤗🔥🤸‍♀️❤️ 🎉🎉🎉 dann soll  2021 noch grossartiger werden!!!🎉🎉 💖☀️🙏🌟🌟 Toll 👏🏻🌺",,2020-12-30T21:47:10.000Z
