id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CClojh6pJwO,https://www.instagram.com/p/CClojh6pJwO/,188,#zadar #ljubac #croatia #visitzadar #familienurlaub,Das Foto am Strand - ein Drama in drei Akten. .         🔥 Schoaf😉,,2020-07-13T15:54:32.000Z
CDl1Bj4JPjh,https://www.instagram.com/p/CDl1Bj4JPjh/,129,#Bachelorreise #JPR17 #turracherhöhe #kärnten #visitaustria #meizeit #lambrusco,Sehr verliebt in die beste  -Crew ❤️ .          ,,2020-08-07T14:14:53.000Z
CEmo3IxDwyw,https://www.instagram.com/p/CEmo3IxDwyw/,202,#graz #visitgraz #fotoshooting #studo,"ich schwör, ich liebe meine couch ✌🏼 .       Collab? DM us   ✨💫 Very nice shot💞💞",,2020-09-01T18:19:14.000Z
CFFPPj0JNI5,https://www.instagram.com/p/CFFPPj0JNI5/,199,#millstättersee #granattor #kärnten #visitaustria #familienurlaub,"... und so schnell ist er wieder vorbei, der kleine Family-Trip nach Kärnten. ❤️ Es wurde gewandert, geradelt und natürlich auch im Millstättersee gebadet. Persönliche Highlights: die kleine Wanderung zum Granattor, die unglaublichen Eisbecher beim   (böse Zungen würden behaupten, wir wären dreimal dort gewesen 🍨) und natürlich unser Kartrennen (bei dem mich   zum ersten Mal vernichtend geschlagen hat, upps). .         🔥🔥🔥 Granate unterm Granattor 🔥 hey sexy 😏🔥",,2020-09-13T15:31:50.000Z
CDMO5WHJBkR,https://www.instagram.com/p/CDMO5WHJBkR/,189,#Medienhölle #JPR17 #fhjoanneum #bachelor #graz #studentlife #nieohnemeingraz,"Bachelor, check! ✔️🎓 Ein bisschen traurig bin ich schon, dass so ein schöner Lebensabschnitt nun zu Ende geht. Schließlich habe ich in den letzten drei Jahren so wunderbare Freunde fürs Leben und in Graz eine zweite Heimat gefunden. Ich bin über mich hinausgewachsen und habe mehr als nur ""irgendwas mit Medien"" gelernt. Gemeinsam mit meinen Studienkollegen habe ich Höhen und Tiefen - von erfolgreichen Projekten bis verkaterte Vorlesungen am Morgen - überstanden. Und das Ergebnis dieser letzten drei Jahre: Ein Haufen ganz besonderer Menschen, die lustig, neugierig und auf zack sind und das Herz am rechten Fleck haben. Es war mir eine Freude, mit euch zu studieren und bin mir sicher: Mit so vielen talentierten Journalist*innen und Kommunikator*innen ist die Zukunft der   gesichert!  🎓 Danke an all die lieben Menschen in meinem Leben, die mich auf meinem Weg immer unterstützt haben. Meine Familie, Freunde, Kollegen - ihr seid die besten und ich hab euch sehr lieb. ❤️ . .           Treffender kann mans nicht beschreiben 😍🎉 😍😍😍😍 DM📩   4 COLLAB♥️ Gratuliere 🥳",,2020-07-28T15:40:42.000Z
CRTxMiDp9NN,https://www.instagram.com/p/CRTxMiDp9NN/,155,#zrmanja #zrmanjacanyon #zrmanjariver #croatia #winnetou,... auf Winnetous Spuren 🛶 . .        ,,2021-07-14T13:14:37.000Z
CRKFJwFByrT,https://www.instagram.com/p/CRKFJwFByrT/,164,#pag #inselpag #croatia #visitcroatia #sunset,☀️ . .         cutest cuties ❤️,,2021-07-10T18:56:36.000Z
CHdrfFhJzCg,https://www.instagram.com/p/CHdrfFhJzCg/,288,#herbst #esherbstelt #graz #visitgraz #stadtpark #stadtgraz,"🍂+☀️+🍷=❤️ .           ♥️ Wooow so ein schönes Foto! 😍 Ich lieb den Schal, ich glaub ich hab den gleichen! 😁🥰 🔥 Tolles Foto, hab dir eine Nachricht geschickt ☺️",,2020-11-11T20:23:11.000Z
COk9AueHYB9,https://www.instagram.com/p/COk9AueHYB9/,156,#bingoqueen #bingosounds #musikbingo #bingo #livekonzert #supportlocalartists #kingofthebingo #jagermeister,", bussi baba ❤️👑 ... fürs erste!   geht nach unserem fulminanten Finale erstmal in eine kleine Pause. Wie es weitergeht? Das wird sich in den nächsten Wochen zeigen - fix ist: Mit so einer coolen Bingo-Community, die ständig weiter wächst, und den grandiosen Bands wollen wir natürlich bald wieder Bingo spielen! Deshalb: bleibt gespannt, bingo bussi baba ❤️ .             😘😘💛 DM @ vincerewears for Streetwears",,2021-05-07T15:50:46.000Z
CRzL42nJ8OL,https://www.instagram.com/p/CRzL42nJ8OL/,174,#tb #pag #pagisland #visitpag #croatia #croatiatravel #sunset,urlaubsvibes ✌🏼 .  .              Dm us🚀  Suuuper pic 😁😁👍👍👌,,2021-07-26T18:04:19.000Z
CJoezqzp1jB,https://www.instagram.com/p/CJoezqzp1jB/,51,#bingosounds #musikbingo #bingo #livekonzert #supportlocalartists #kingofthebingo #bingoqueen #zib2022,"Welches Lied ist das? 🎥⚰️📻⭐ Freu mich schon auf die nächste   Session am 13. Jänner um 20:18 Uhr - natürlich noch mehr, wenn du dabei bist! Alle Infos zur nächsten Show gibts bei  . ☺️ .             Video killed the radio star? 😁🤩 🙌🏼💯",,2021-01-04T18:07:05.000Z
CNStwBdHNNN,https://www.instagram.com/p/CNStwBdHNNN/,190,#ostern #wolfgangikirche #deutschlandsberg #schilcherland #visitaustria #styria,Osterwochenende well spent 🐰❤️ . .           cuuuute 🥰🐣 so viel süßness 🐣❤️ 😍😍 sehr cooles bild!,,2021-04-05T17:19:42.000Z
CHBBeeTJvuG,https://www.instagram.com/p/CHBBeeTJvuG/,212,#whysoserious #restingbitchface #windischgarsten #oberösterreich #lenahoschek #sellaskirt,"""Schau halt amol seriös"" -  - fällt schwer, aber ok 💁🏽‍♀️ . .            Fescher hos 😁❤️ OMGGGG 😍 🔥🔥🔥 Oh wow - is das ein Lena Hoschek Rock? 😍 Schaut super gut aus👏👏👏❤️ liebs ❤️🔥🌻 your feed is ✨immaculate✨ let’s collab! dm @ shopglokaw Babe, Dm us   💍 Beautiful🖤❤️",,2020-10-31T17:17:22.000Z
B9MkOrtJAqN,https://www.instagram.com/p/B9MkOrtJAqN/,143,#waynapawiasek #hinterstoder #pyhrnpriel #fisalpine #weltcup #heartaberherzlich #diekroneundich,"In Hinterstoder war der Weltcup zu Gast ⛷️ ... und weil das ja auch festgehalten werden muss, durfte ich gemeinsam mit drei tollen Fan-Reporter*innen für die Oberösterreich-Krone online berichten. Wir haben mit den Skistars getratscht (natürlich auch mit Idol  ), Fans interviewt und unseren Blick hinter die Kulissen des Weltcup-Zirkus festgehalten. Danke für das schöne Wochenende! 🤙🏼 . Foto:           ",,2020-03-01T15:38:45.000Z
CQoOif3HF8h,https://www.instagram.com/p/CQoOif3HF8h/,166,#vienna #wien #schönbrunn #schonbrunnpalace #visitaustria,quality time in   ❤️ . .       🔥♥️ 🙌 ☀️,,2021-06-27T15:24:26.000Z
CAfsnXiJm1C,https://www.instagram.com/p/CAfsnXiJm1C/,186,#gleinkersee #pyhrnpriel #windischgarsten #upperaustria #see #schwimmen,"Die Wette, heute in den Gleinkersee zu springen, hab ich leider verloren - 15 Grad war dann doch a biiiissl zu frisch. 🥶 War heuer schon jemand so mutig und im Gleinkersee oder einem anderen See schwimmen? 💪🏼 .           Challenge failed würd ich sagen Werf doch mal bei Gelegenheit einen Blick in deine Anfragen🌟😊 Wie schön 😍😍 Mah voll schönes Bild 🤩☺️",,2020-05-22T15:31:47.000Z
CJ6lIknpkPi,https://www.instagram.com/p/CJ6lIknpkPi/,100,#bingosounds #musikbingo #bingo #livekonzert #supportlocalartists #kingofthebingo #bingoqueen,"Mittwoch ist wieder Bingo-Abend! 🥳 Nein, ned wie im Pensionistenverein, sondern mit  , vielen guten Liedern und der wunderbaren  ! 🎤🎶 Außerdem sind natürlich   und ich am Start. 👑 Ich freu mich, wenn ich ein paar bekannte Gesichter unter den Zuschauer*innen seh - bis Mittwoch, 20:18 Uhr! ❤️ ➡️ Alle Infos zum Event sind in meiner Bio verlinkt. ☺️ .             🔥 hottie 😏 💛💛💛",,2021-01-11T18:48:27.000Z
CPYsCKRHkgj,https://www.instagram.com/p/CPYsCKRHkgj/,201,#advancedselfie #goldenhour #spacebuns #curtainbangs,hello ✌🏼 . .        Cutiiiiie😍❤️ cutie 😍,,2021-05-27T18:02:56.000Z
CL45B_mnHzG,https://www.instagram.com/p/CL45B_mnHzG/,100,#bingosounds #musikbingo #bingo #livekonzert #supportlocalartists #kingofthebingo #bingoqueen,"queen mode on 👑 ... heißts am Mittwoch wieder bei Bingo Sounds! Um 20:18 geht's los, gestreamt wird die Session mit   über Facebook. ➡️ Alle Infos zur nächsten Session gibt's bei  ! 😊🎶 .             😍😍🔥 🔥🔥🔥",,2021-03-01T20:06:37.000Z
B-xG5WVpt_U,https://www.instagram.com/p/B-xG5WVpt_U/,233,#selfisolation #Kleinerberg #windischgarsten #pyhrnpriel #visitaustria #mountainbike #ausflug #missuuuuuu,"Während der   daheim in Windischgarsten zu sein, hat viele Vorteile. Die  Berge und das gute Essen von der Mama sind nur zwei davon. 😋 Aber, wie so viele andere auch, freue ich mich schon darauf, wenn wieder ein bisschen Normalität einkehrt. Bis dahin schicke ich euch liebe Grüße vom   und wünsche im Voraus: Frohe Ostern! ❤️ .          On 🔥🔥🔥  heroisch 😏♥️ hello u sporty beaut 🔥😍",,2020-04-09T16:45:44.000Z
B9JObe-JlAE,https://www.instagram.com/p/B9JObe-JlAE/,133,#weltcup #hinterstoder #fisalpine #weltcuphinterstoder #heartaberherzlich #diekroneundich,"Dieses Wochenende mal als rasende Reporterin unterwegs 🎤⛷️ Foto: Markus Wenzel .           Als rasende Reporterin muss man auch jedes Wetter aushalten 😉 toller Einsatz, weiter so! 👏 Geil. Bin ah dooo 😍",,2020-02-29T08:30:32.000Z
CO3KKkynv0Z,https://www.instagram.com/p/CO3KKkynv0Z/,112,#tb #bingosounds #musikbingo #bingo #livekonzert #supportlocalartists #kingofthebingo #jagermeister #bingoqueen, zur letzten   Session mit  ! 👑 .  📸 Fotos von                they are beauty they are (royal) grace 😉❤️ awesome! ❤️ 😍😍 Bombshell! 🧚 Msg @ swayvintageofficial 🔥🖤,,2021-05-14T17:32:03.000Z
CJELowwJmGV,https://www.instagram.com/p/CJELowwJmGV/,180,#Bingoqueen #bingosounds #musikbingo #bingo #livekonzert #supportlocalartists #kingofthebingo #austria,"Seit kurzem darf ich als   das Online-Musikbingo   moderieren! 👑 Die erste Show, letzten Mittwoch mit der großartigen Band  , war ein voller Erfolg und ich freu mich schon jetzt auf die nächste Ausgabe am 13. Jänner! ☺️ Thx for having me, Bingo Sounds! ❤️ .             💛😘",,2020-12-21T15:46:40.000Z
CEMjbe-pSep,https://www.instagram.com/p/CEMjbe-pSep/,161,#gowilalm #pyhrnpriel #upperaustria #oberösterreich #visitaustria #urlaubdaheim,Urlaub daheim ❤️ .          ,,2020-08-22T15:11:31.000Z
CLSRM-NHKnw,https://www.instagram.com/p/CLSRM-NHKnw/,166,#boyfriendofinstagram #gleinkersee #pyhrnpriel #windischgarsten #upperaustria #oberösterreich #valentinstag,Traumtag mit dem liebsten   ❤️😜 .           Wow so ein cooles Fotos 😍 Brrr 🥶 schaut das kalt aus. Aber dein Outfit sitzt 🔥😍,,2021-02-14T20:07:27.000Z
