name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories
domi.hue,6,233,327,Dominik Hütter 🇦🇹 Austria 👨‍💼 entrepreneur 🚀 startup 💡 itell.solutions 🎹 piano 🚑 ambulance,,Followed by ,
