id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
B_7m-AEnspK,https://www.instagram.com/p/B_7m-AEnspK/,10,#cheers #prost #happyweekend #playhard #mayermayer #kannwas,Hop on weekend mode.             ,,2020-05-08T15:09:47.000Z
B_k2u7HHrSF,https://www.instagram.com/p/B_k2u7HHrSF/,8,#Newworkwirbel #cocktail #churchillbar #cocktail #afterwork,       ,,2020-04-29T19:05:00.000Z
B_hveA9HUy5,https://www.instagram.com/p/B_hveA9HUy5/,5,,Unsere digitalen Treffpunkte Bibsi's Work In Cafe und Zukunftsstubn haben geöffnet. Mehr auf www.mayermayer.at 👍,,2020-04-28T14:03:48.000Z
B7oqCovnQpm,https://www.instagram.com/p/B7oqCovnQpm/,7,#customerjourney #strategy #canvas #kannwas #mayermayer #workshop,         ,,2020-01-22T20:25:29.000Z
CBQYYL1HEHI,https://www.instagram.com/p/CBQYYL1HEHI/,4,#verruecktnachmarry #icetea #refresh #workhard #drinksoft,Jetzt bei uns im Hg3          ✅sehr spanned,,2020-06-10T13:17:44.000Z
CIYYv-Tn7u9,https://www.instagram.com/p/CIYYv-Tn7u9/,11,#GemaltesHaus #herrengasse #graz,"As a HG3 Partner, we are looking forward to open our physical Shop and Playground in Jannuary in the       💈🙏😎🚀",,2020-12-04T15:34:40.000Z
CKmwG9JKW1t,https://www.instagram.com/p/CKmwG9JKW1t/,3,#Jetzt #geschaeftentwickeln #businessmodelling #playpreneur,"KW 4.21 ZUKUNFTSSTUB'N Letzte Woche ging es in der Zukunftsstub'n darum, welcher Weg aus dem Stillstand führt und wie wir wieder ins Tun kommen, wenn wir in völlig unbekannte Gebiete gekommen sind:  1. Im Neuland: Auf die Fakten konzentrieren und Optionen checken 2. Für Spielraum sorgen: Es braucht Fantasie ... und die braucht Raum für Experimente 3. Lernzone einrichten: Ist die Richtung gefunden, liegt der Fokus auf üben, üben, üben 4. Gewohnheit nutzen: Erst wenn das Neue im Alltag Einzug hält, steigt der Wirkungsgrad wieder und man spart sich Energie In welcher Zone findest du dich gerade wieder? Nutze uns als Sparring Partner in einem unserer digitalen Treffpunkte:  https://www.mayermayer.at/digitale-treffpunkte/       ",,2021-01-28T22:30:56.000Z
CPbaITGH4IM,https://www.instagram.com/p/CPbaITGH4IM/,,#videodreh #designmonatgraz #spielraum #nachhaltigkeit,     ,,2021-05-28T19:24:17.000Z
CNt_IcjDCJL,https://www.instagram.com/p/CNt_IcjDCJL/,7,#agileaustria #agilegraz,"Um 9:00 Uhr fiel der Startschuß zum Facilitation Lab🤩 Guten Morgen Graz, München, Frankfurt, Wien, Essen, Hamburg und Zürich. 🙏 Erster programmpunkt: Scavenger Hunt ""Beziehungen""        Birgit Mayer Rene Pachernegg Was für ein tolles Foto von Dir - sooo positiv🙌😍",,2021-04-16T07:31:04.000Z
B7W3SSNn65t,https://www.instagram.com/p/B7W3SSNn65t/,8,#novapark #graz,Flieger am Dach   ,,2020-01-15T22:34:53.000Z
CRY37USJCNV,https://www.instagram.com/p/CRY37USJCNV/,5,#vacationmode #off #summer #holiday,      Happy holidays! ☀️🏝⛱👙🍹🧴😎,,2021-07-16T12:49:38.000Z
B73xXRxnOVq,https://www.instagram.com/p/B73xXRxnOVq/,9,#AIStyria #AIAustria #steiermärkische #aistammtisch,     ,,2020-01-28T17:18:04.000Z
CGDdoHQHxie,https://www.instagram.com/p/CGDdoHQHxie/,9,#playpreneur #innovation #strategy,Video Dreh für unser IQ Innovations Quartett. Let's Play!     ,,2020-10-07T19:30:26.000Z
CJf8s3sniYd,https://www.instagram.com/p/CJf8s3sniYd/,7,,Happy New Year! 🍀🎉,,2021-01-01T10:34:53.000Z
CAc1xy9HgBB,https://www.instagram.com/p/CAc1xy9HgBB/,6,#mayermayer #strategieschmiede #strategy #newwork #innovation #letsdoit,Strategiearbeit online. Jetzt neu denken. We know how 😎          ,,2020-05-21T12:54:07.000Z
CA7z2xvHGfz,https://www.instagram.com/p/CA7z2xvHGfz/,9,#murelli #murauer #HG3 #coworking #durstlöscher,Wieder gut gefüllt           🔝🤘🤘 Erfrischung aus Murau Murtal 😎😉,,2020-06-02T13:33:47.000Z
B3uBUYpjZbh,https://www.instagram.com/p/B3uBUYpjZbh/,3,#mayermayer #strategie #businessmodel #trendradar,"Heute sind wir am Trendit, dem digital online summit der Ubit Steiermark zu finden. Wie integrierte ich Künstliche Intelligenz gewinnbringend in mein Geschäftsmodell.       ",,2019-10-17T12:19:30.000Z
