id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
B44xo5hHS6g,https://www.instagram.com/p/B44xo5hHS6g/,59,,Bei Dr Taus in Wien... richtige diskussion ey,,2019-11-15T13:05:32.000Z
CDl-NktByFr,https://www.instagram.com/p/CDl-NktByFr/,40,#jvpmachtschule,Als ÖVP Geidorf freuen wir uns   zu unterstützen. 📦 Vielen Dank an die   und   für die Initiierung des Projekts. 👏🏻 👏🏻👏🏻☺️☺️,,2020-08-07T15:35:10.000Z
BiZDcNenQ6W,https://www.instagram.com/p/BiZDcNenQ6W/,84,,Mittagessen im Kunsthauscafé 🍔 👀👀👀👌🏻,,2018-05-05T09:54:43.000Z
B4e78AFnzhg,https://www.instagram.com/p/B4e78AFnzhg/,58,,Gestern beim Auftakt für die Landtagswahl 👍🏻💚   ,,2019-11-05T12:15:16.000Z
CMzM-kghbp1,https://www.instagram.com/p/CMzM-kghbp1/,48,#zug #mobility #mobilität,On the way... 🚉     Wo ging es hin? 😉,,2021-03-24T11:36:52.000Z
B3jR3IhHuFx,https://www.instagram.com/p/B3jR3IhHuFx/,50,#lt19 #auftaktsteiermark,Auf dem 30. JVP Landestag in Lebring mit      Echt cool!👍,,2019-10-13T08:12:25.000Z
BgElDeCnKkw,https://www.instagram.com/p/BgElDeCnKkw/,79,,Skifahren ⛷⛷ ✊ Starkes Bild 😯 Wirklich tolles Bild👍,,2018-03-08T18:01:36.000Z
CGK4RnfhliC,https://www.instagram.com/p/CGK4RnfhliC/,62,#mehrtürkisfürwien,Wahlkampf in Wien 🗳 ,,2020-10-10T16:37:59.000Z
CSpDc6WtKoM,https://www.instagram.com/p/CSpDc6WtKoM/,62,#allesfürgraz #allesfürunserestadt,Auftakt zu einem starken Wahlkampf mit dem Stadtparteitag der   .     📸:  Stark👏👏 👍🏻👍🏻👍🏻,,2021-08-16T16:09:35.000Z
B5KAyItHoJY,https://www.instagram.com/p/B5KAyItHoJY/,59,#wbwersonst,Im Einsatz für   👍🏻 ,,2019-11-22T05:44:58.000Z
CDq4s3kBM7E,https://www.instagram.com/p/CDq4s3kBM7E/,59,#alsace,Zwischenstopp in Straßburg 🚘 ,,2020-08-09T13:23:13.000Z
B5NkumPHQ_v,https://www.instagram.com/p/B5NkumPHQ_v/,92,,Mit unserem Landeshauptmann   im Wahlkampffinale👍🏻💚,,2019-11-23T14:56:46.000Z
CQJS5WrBLQb,https://www.instagram.com/p/CQJS5WrBLQb/,49,,"Gemeinsam mit dem Team Quercus 🌳 kandidiere ich für die LSV!  Ich fordere mehr politische Bildung an unseren Schulen! Mehr dazu auf:  ""Frederic"" - ein anderes Wort für ""kompetent"" 👏 💪🏾🔝🔥",,2021-06-15T15:06:03.000Z
B44fPj-nsgH,https://www.instagram.com/p/B44fPj-nsgH/,49,#wien,Am Weg nach  ...,,2019-11-15T10:24:48.000Z
Bz8VVYiIy5Y,https://www.instagram.com/p/Bz8VVYiIy5Y/,54,#farbebekennen #wirfürkurz,Auch in San Francisco....  🔥,,2019-07-15T15:38:12.000Z
B5KZVqjnsXV,https://www.instagram.com/p/B5KZVqjnsXV/,48,,Unterwegs für unseren Landeshauptmann   ...,,2019-11-22T09:19:32.000Z
