id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CIFyeZ2hKoL,https://www.instagram.com/p/CIFyeZ2hKoL/,94,#linkinbio #Nitro #coldbrew #coffee #nitrocoffee #nitrobaby #offer #blackfriday #cybermonday #25grams #vegan #pure #25gramscoffee,"☕️ BLACK FRIDAY OFFER ☕️ get a free 3 Liter Cold Brew Box (worth 29,90€) with each Nitro-System 🔥🤩😎 offer till Cyber-Monday (30.11)                        📷 Holy guacamole 🙌 I need one!!! Do you ship to France? I’m confused. What’s the deal? Sounds tempting!!!!😍 😍 😋",,2020-11-27T10:13:53.000Z
CD4OKdVBRKA,https://www.instagram.com/p/CD4OKdVBRKA/,114,#linkinbio #colombia #coldbrew #coffee #25grams #25gramscoffee #specialtycoffee #origin #origintrip #pure #vegan #noadditives #anniversary #huila #roasting #wildkaffee #wildkaffeerösterei #freeshipping #numberten,"Time flies - here is the 10th addition to our 25GRAMS lineup 🙌😁 and it‘s a very special one, introducing a new origin 🌱 exotic Colombia 🇨🇴 the best part: we were there 💁🏼‍♂️ check out how we hunted down this magnificent coffee ☕️☕️☕️                                  Oh my gosh. I just ordered Batch 9 yesterday. And here we go... 😉🤤 🙌🙌🙌 Congrats on the  🥳 Holy guacamole 🌱☕️👌 number 10, and it’s from Colombia 🇨🇴🤩😍 😉☕❤️ 💃🏽 niceee 🔥🔥🔥🔥 So gut 😍 mein Kühlschrank ist schon aufgefüllt 😊 Just had batch 10 at Tribeka - i have always loved your coffee, but this is another step up: i am SO impressed!!!!",,2020-08-14T17:40:53.000Z
CS7N0T4qT7_,https://www.instagram.com/p/CS7N0T4qT7_/,64,#cheers #forhomeandcommercialuse #nitro #coldbrew #coffee #25grams #coldbrewcoffee #nitrocoldbrew #nitrocoffee #ontap #coffeeontap #pure #organic #vegan #booom,⚡️NITRO BABY⚡️ With our Nitro System you can tap your Cold brew like beer 🍺      . . . 📸                          😍,,2021-08-23T17:26:30.000Z
CMoi45Nht84,https://www.instagram.com/p/CMoi45Nht84/,80,#25grams #coldbrew #coffee #coldbrewcoffee #spring #sun #goodtimes #vegan #healthy #nosugar #pure #drinkcoffeelikewine,Let’s celebrate the beginning of spring 🥳🌱😎 get 10% off on everything in our online shop with the code „SPRING10“ yesss 😍☕️ 📷                       ,,2021-03-20T08:16:41.000Z
CHvpVq4h_nj,https://www.instagram.com/p/CHvpVq4h_nj/,108,#founder #headbrewer #podcast #25grams #linkinbio #podcast #jonathangal #realtalk #25grams #coldbrew #coffee #humblebeginnings #viennacoffeelifestyle #vcl #balthasar #vienna,"Our   and     joined   the man behind   on his   🤗 they talk about the humble beginnings of   and much more. Check the first outtake on youtube   🎬 Oh yeah! This is going to be absolutely awesome! 😉👍 💯💯💯                     😊☕👌 Thank you   for the opportunity, always a pleasure talking to you ☕️☕️☕️ It was great talking to you and enjoying some great Cold Brew 😎 🙏 👏👏👏",,2020-11-18T19:50:45.000Z
CNXCQDaBGRw,https://www.instagram.com/p/CNXCQDaBGRw/,108,#25grams #25gramscoffee #25gramscoldbrew #coldbrew #coffee #coldbrewcoffee #kunsthaus #kunsthauscafe #graz #pure #vegan #handcrafted #drinkcoffeelikewine #coffeegram #coffeemixology #coffeeaddict,Soooon 🙏🏼 and in the meantime check out the pop up shop inside the beautiful   😍 lots of cool stuff and cold brew to go 💁🏼‍♂️😎☕️ . . 📷                                🔥🔥🔥 😍🔥☀️ 😍😍😍😍😍,,2021-04-07T09:35:48.000Z
CQQYj0XhaD4,https://www.instagram.com/p/CQQYj0XhaD4/,46,,25 GRAMS Cold Brew Coffee - Honduras,,2021-06-18T09:10:25.000Z
CIxrBGkh-wT,https://www.instagram.com/p/CIxrBGkh-wT/,104,#fightcoldwithcold #Winter #winterwonderland #lendhafen #klagenfurt #klagenfurtamwörthersee #25grams #25gramscoffee #coldbrewcoffee #cold #extraction #fresh #fruity #pure #vegan #yummy,"Have a great week!   🥶 📸                              😍 ❄️😋 Woaw, is it snowing in Austria? Have Fun! 👏",,2020-12-14T11:15:18.000Z
CTCfm7YKr2Q,https://www.instagram.com/p/CTCfm7YKr2Q/,35,#bean2bottle #organic #25grams #coldbrew #coffee #25gramscoffee #coldbrewcoffee #transparency #bean2bottle #ethiopia #gujizone #turewaji #coffeetree #organic #certifiedorganic #pure,"🌱Bean2Bottle🌱 “Organic Ethiopia” Part 1/3 In our relentless pursuit of transparency from   we show you where the coffee of our latest batch comes from: This certified   coffee was produced under canopies of natural forest in the fertile and resource-rich Guji-Zone, one of Ethiopias prime regions when it comes to high end specialty coffee. Want to know more? Link in bio for the whole story. . . . 📸                           ",,2021-08-26T13:16:38.000Z
CH7XTh-hLkD,https://www.instagram.com/p/CH7XTh-hLkD/,138,#coffee #indoors #soon #coldbrew #coldbrewcoffee #25grams #25gramscoffee #graz #tribeka #takecare,"I miss sitting in cafés and enjoying coffee ☕️😔🥰 hang in there and take care! ✌️                    📷 Meanwhile Big Bertha is there to keep me company 😉 🔥🔥🔥🤩 ✊🙌 bleibts gesund ☕🙋‍♂️ Believe it or not, there is an international page that collects photos of grandparents from all over the world ... You can also join us for free and keep your grandparents in our album forever😍",,2020-11-23T09:04:04.000Z
