id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CQQU8STh6v-,https://www.instagram.com/p/CQQU8STh6v-/,121,#linkinbio #25grams #coldbrew #coffee #italia #trieste #italy #bloom #bloomspecialtycoffee #bloomcoffeeschool #specialtycoffee #collab #honduras #honey #pure #vegan #nirto #nitrocoffee,"Very proud of this cooperation with   😀☕️ it’s the first time we worked together with an Italian roaster 🇮🇹 and   is no stranger to danger, he was the first ever Q-grader in Italy and his family is in coffee already in the 3rd generation 🙌  The specialty coffee is a honey processed Caturra from Panchitos farm in Honduras 🌱🇭🇳☕️  now available online  Dm on   ( 5.2)                                 Honduras Honey processed sounds absolutely wonderful! Cold brew in Italy! 😮 Nice one…bold move👏 🙌🙌🙏🏼🙏🏼",,2021-06-18T08:38:37.000Z
CStxB0ajA_i,https://www.instagram.com/p/CStxB0ajA_i/,58,#italianstyle #coldbrew #coffee #coldbrewcoffee #25grams #bloomspecialtycoffee #trieste #armani #emporioarmani #style #fakeittillumakeit #summer #coffeelover,Enjoying our Italian Style Cold Brew in some Italian Style loafers 😎👌☕️😜                          😊🤍🙋‍♂️,,2021-08-18T12:04:48.000Z
CR6eWGJBAyz,https://www.instagram.com/p/CR6eWGJBAyz/,113,#happysummer #dontpanicitsorganic🌱 #organic #25grams #coldbrew #coffee #coldbrewcoffee #25gramscoffee #felixkaffee #ethiopia #bookkisa #guji #natural #vegan #pure #noartificialanything #summer #enjoy #enjoylife,"Ok folks, this is a pretty special one. First of all it tastes superb, coffee is roasted   - the Austrian roasting champ. And it is our first organic certified cold brew. Thats really cool! And the best thing is that we didn't have to compromise quality to get a certified coffee. Nope this one has it all: the superb taste profile of an Ethiopian natural from Guji with a cup score of 88,5! and all the good feel vibes that BIO offers :-)      . . .  📸 Genial, freue den zu probieren 😍🔥 ❤️ Geiles Zeug 😍😍😍 Klingt absolut vielversprechend 🙌 Best Batch ever! ❤️🙌🔥 wow, rightig coole sache! 🙌                                 ✌️",,2021-07-29T14:00:17.000Z
CRGViT7BqEt,https://www.instagram.com/p/CRGViT7BqEt/,81,#easydrinking #25grams #specialtycoffee #coldbrew #coldbrewcoffee #coffee #panchito #honduras #trieste #bloom #bloomspecialtycoffee #summer #tasteslikesummer #vegan #clean #noartificialanything #easydrinking #Distributors #Sample #Coffee #Factory #Patent #Filter #BagCoffeeMaker #COFFEE #BagCoffeeMaker® #brand #coffee #Coffee #Brew #Travel #Roaster #Specialty #Promotional #Compostable #Reusable #Coffee #Barista #Distributors #Sample #Coffee #Factory #Patent #Filter #BagCoffeeMaker #COFFEE #BagCoffeeMaker® #brand #coffee #Coffee #Brew #Travel #Roaster #Specialty #Promotional #Compostable #Reusable #Coffee #Barista,"The specialty coffee in our latest edition comes from Panchitos farm in rural Honduras and was roasted by   in Trieste/Italy and it totally tastes like summer 🌞🇮🇹😎 … … well it really tastes super crisp with hints of stone fruits, has a caramelized note and a chocolatey aftertaste. So I guess it’s perfect for those hot summer days                                😍☕❤️ Wow sounds mouth-watering 😍☕️🇮🇹😎 👉Follow   On Instagram  *Find  *Free   Offer  *Please Tell Your   Friend *We’re   Directly     In   for fresh ground   (Not for Instant Coffee) —————————————————- 👇  (Factory) look forward working with you & your coffee company!  We produce BagCoffeeMaker only, you can make your   & fill your   in BagCoffeeMaker. FREE sample can be supplied. ————————————————— BagCoffeeMaker - Brew-in-Bag   System Perfect for: • Hot   , Cold Brew and Ice Drip • Real Coffee To Go (  Coffee) • Filter in BagCoffeeMaker  • Ready-to-brew samples •   branded retail •   coffee retail • Single Origin coffee retail • Exotic-rare coffee retail •   Giveaways •   and    ———————————————— • You Can Brew Your Own   Anytime & Anywhere... Be Your Own  !  Thank You! 👇Follow   FOR MORE 👉Follow   On Instagram  *Find  *Free   Offer  *Please Tell Your   Friend *We’re   Directly     In   for fresh ground   (Not for Instant Coffee) —————————————————- 👇  (Factory) look forward working with you & your coffee company!  We produce BagCoffeeMaker only, you can make your   & fill your   in BagCoffeeMaker. FREE sample can be supplied. ————————————————— BagCoffeeMaker - Brew-in-Bag   System Perfect for: • Hot   , Cold Brew and Ice Drip • Real Coffee To Go (  Coffee) • Filter in BagCoffeeMaker  • Ready-to-brew samples •   branded retail •   coffee retail • Single Origin coffee retail • Exotic-rare coffee retail •   Giveaways •   and    ———————————————— • You Can Brew Your Own   Anytime & Anywhere... Be Your Own  !  Thank You! 👇Follow   FOR MORE ❤️🇭🇳",,2021-07-09T08:02:48.000Z
CHqXFgIB3qj,https://www.instagram.com/p/CHqXFgIB3qj/,62,#linkinbio #Bigbertha #coldbrew #coffee #coldbrewcoffee #25grams #lockdown #homeoffice #30servings #colombia #allnatural #nosugaradded #vegan #enjoy,BIG BERTHA is on stock 💪 this means 30 servings of your favourite cold brew to survive the home office chores 🤓 only this week: 15% discount on BIG BERTHA 😍🙌 use the code HOMEOFFICE15                           # Aaaand ordered. 😄,,2020-11-16T18:35:04.000Z
CIgLPxWBMSZ,https://www.instagram.com/p/CIgLPxWBMSZ/,,#linkinbio #dragonballz,"💥take that💥 The latest edition of   the hot sauce world champion is out now🔥 and yeah, you guessed it right - it’s made with our very own cold brew 💥☕️🔥 get it now    🎬  Sick 🔥🔥☕☕💪💪 can't wait to try it GRANDE 😍😍😍🔥 hammer clip und spannende kombi ;)   😂 Amazing stuff! 💚 🔥 ☕ Love it! 🔥 Cooler clip😎 wo sind die Saucen erhältlich und welche Richtungen gibt es 🤔 yeeeeess!! 🙌🙌🙌 No Lights! But damn that Clip is on Fire 🌶💥☕️ Son Tommy and Son Lukas are Kamehameha-ing like Bad Ass super saiyanjins   💥😅 Geiles ding Great clip Lukas, definite shot at the Grammy's and the discovery of two fine acting talents.  Look forward to trying the nasty brew 😳😂👍🏻 Bitte wie cool 😂",,2020-12-07T16:11:01.000Z
CQYgzKXBaiQ,https://www.instagram.com/p/CQYgzKXBaiQ/,102,#vitaminsea #summer #officiallysummer #25grams #coldbrew #coffee #coldbrewcoffee #bloom #bloomspecialtycoffee #bloomcoffeeschool #trieste #icecoffee #icebaby #specialtycoffee,It‘s officially summer 🥰🏖🌞 Let’s celebrate this with a cold one. Cheers ☕️🙌                           😍🙌,,2021-06-21T12:56:09.000Z
CE8oSn2Bikn,https://www.instagram.com/p/CE8oSn2Bikn/,80,#25grams #coldbrewcoffee #coldbrew #25gramscoffee #specialtycoffee #handcrafted #inaustria #graz #kunsthauscafe #espresso #martini #espressomartini #mixology #coffeecocktail #enjoy,Espresso Mart... wait what 🧐 it‘s a Cold Brew Martini 🤓 best enjoyed    . . 📷                              😍😋 Old Batch 7 is still around? 🤔 Yum,,2020-09-10T07:17:33.000Z
CPDJQRhBt3w,https://www.instagram.com/p/CPDJQRhBt3w/,79,#opening #reopening #25grams #25gramscoffee #coldbrew #coffee #coldbrewcoffee #havehere #tribeka #graz #vegan #pure #drinkcoffeelikewine #enjoy,Finally you can enjoy your favorite cold brew sitting down in a glas accompanied by a cheese cake 🙌🍰☕️🥳 Enjoy!!!                           Yay! ☕❤️ 🤌🤌🤌,,2021-05-19T09:14:58.000Z
CSbjPftjS4d,https://www.instagram.com/p/CSbjPftjS4d/,106,#Gewinnspiel #wahrelieberostetnicht #rost #rosé #wine #ingwer #ginger #wermut #wermouth #editions #cheers #cheersrost #drinkstagram #igersgraz #supportyourlocal #localbusiness #localbrand #winelover #winelife #roséallday #wineoclock #25grams #coldbrew #coffee #coldbrewcoffee #bloomspecialtycoffee #icecoffee #specialtycoffee #giveaway #win,"⚡WIN!⚡ Manche Dinge passen einfach zusammen: Da wären Sommer und Urlaub, heiße Sonnentage und kleschkalte Drinks oder Feiermomente und beste Freunde 🖤. Und da wäre   und   😍. Genau deshalb verlosen wir ein Rost Signature 6-Pack und ein 6-Pack unserer neuesten Edition „Italian Style“ mit Bohnen aus Honduras - geröstet in Triest von  . Der „honey-processed“ Caturra schmeckt nach Italien, Sommer, Strand und ganz viel Amore 🖤. Und für die abendlichen Stunden gibt’s dann Rost. Und so bist du dabei:  ➡️ like das Bild ➡️ verlinke dein one-and-only-Summerdate, mit dem du das Package genießen möchtest ➡️ folgt beide   &    Toi, toi, toi ❤️! |Teilnahmebedingungen: Die Teilnahme ist ab 18 Jahren möglich. Das Gewinnspiel endet am 15.08.2021 um 18:00. Gewinnbenachrichtigung erfolgt per DM. Keine Barauszahlung. Dieses   steht in keinem Zusammenhang mit Facebook oder Instagram. 🖤🔥🍷                                                       Vielen Dank an alle fürs mitmachen!! Die Gewinnerin ist gewählt und hat eine PM bekommen 🥳😍👍 und für alle andere: das nächste Gewinnspiel kommt schon bald ☝️ 😍 Einen wunderschönen Tag! Ich nehme sehr gerne an der tollen Verlosung teil und versuche mein Glück! 🍀 *daumendrück*! Ich wünsche allen ein schönes Wochenende!  Was für eine tolle Aktion ❤️ich würde es mit   genießen  😍Wow 😍 was für ein super tolles Gewinnspiel von euch 👌💋🔥 Der Gewinn ist ja mega klasse..!! ❤ Der Hammer!! Versuche sehr gerne mein Glück 🍀🍀🍀fest die Däumchen gedrückt ✊💖 würde mich riesig darüber freuen 😍😚 Danke euch dafür! Ihr seid Spitze 👍😊 ich würde nur noch Freudensprünge machen, wenn ich gewinne! Ich wünsche eine wunderbare sonnige Woche!  🍀🧘‍ Wär doch was   😉 mit   😍 Natürlich mit   ☕️🍷",,2021-08-11T10:18:01.000Z
CFxpIgDBdgE,https://www.instagram.com/p/CFxpIgDBdgE/,85,#linkinbio #internatinalcoffeeday #coldbrew #coffee #25grams #letscelebrate #15percentoff #today #specialtycoffee #coldbrewcoffee #vegan #pure #drinkcoffeedogood,"- INTERNATIONAL COFFEE DAY - . To celebrate that you get 15% off everything during the 1st of October using the code COFFEEDAY15 at checkout ☕️☕️☕️ yes, everything even our NITRO systems🙌👌😁 and we still offer free shipping in Austria and only 9,90 in the EU 👍☺️                        😆👌This posting comes a little late. International coffee day was on Tuesday. Also I've ordered some new bottles like 2h ago... 🤔 ☕️☕️☕️☕️☕️☕️☕️❤️ 😍🔥❤️ 🐻👍 Muy buen café, Lukas! Muchas GRACIAS😍😍👏👏",,2020-09-30T21:24:39.000Z
CQs8ZsUBx6-,https://www.instagram.com/p/CQs8ZsUBx6-/,73,#wildkaffee #collab #25grams #25gramscoffee #coldbrew #coffee #coldbrewcoffee #specialtycoffee #elsalvador #redbourbon #kombuchafermented #pure #nostuffadded #vegan #clean #refreshing #drink #garmischpartenkirchen,Check out this awesome collab brew we did for   using a kombucha fermented red bourbon from El Salvador 🤯☕️😍🌱                                   Nice 🔥🔥🔥 Kaffee & Kombucha!? Great! Have to try that special drink! How do you make that?,,2021-06-29T11:22:09.000Z
CK0_efAhE4u,https://www.instagram.com/p/CK0_efAhE4u/,119,#colombia #25grams #coldbrew #coffee #colombia #origintrip #greencoffee #coldbrewcoffee #organic #☕️ #coffeefarm #coffeedryingbeds #25gramscoffee,Already a year ago 🙈                        🤩 Qué bonitos recuerdos! Con gente tan chévere!!!😍👏🙌👌,,2021-02-03T11:14:35.000Z
CFMIO2-hG1a,https://www.instagram.com/p/CFMIO2-hG1a/,76,#25grams #coldbrew #coffee #coldbrewcoffee #25gramscoffee #öfferl #öfferlbrot #bäckereiöfferl #bio #vienna #arisanal #handcrafted #pure #healthy #sogood #specialtycoffee,Bread & Coffee - two handcrafted products that belong together 🙌 super excited for this superb cooperation with   and their coffee mastermind   ☕️☕️☕️ now go and get yourself a bottle of Öfferl-Cold Brew and when you are there don’t forget the bread 😍                               🤔 Very interesting! ❤️🔥☕💯👍 So gut 😍 Already got one 👌😍 Already got one 👌😍 👌 Leise rieselt das Mehl ... Winter is coming 😜,,2020-09-16T07:45:16.000Z
CE1WwiYB1ZG,https://www.instagram.com/p/CE1WwiYB1ZG/,122,#25GRAMS #Vienna #coldbrew #coffee #superfood #superfooddeli #açaí #coldbrewcoffee #specialtycoffee #suessmundkaffee #25grams #25gramscoffee #vienna #pokebowl #acaibowl #organic,"New week - new collabo 😀🙌🌱 Introducing   🤙 the home of açaí now offers   at all four locations and has a full on NITRO setup with 3 big kegs at their latest venue in Maria-Theresien-Straße in   👌😍🥳 want to know what’s in the kegs? Go check it out, it will blow your mind 🤯😁 😍😍                           Nitro coffee 👌 😍🔥💯",,2020-09-07T11:29:40.000Z
