id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CSGqrREq0f9,https://www.instagram.com/p/CSGqrREq0f9/,26,#startupstory #Startupscenegraz #austrianstartups #stammtisch #startups #startupstory #austria #igersgraz #gründermesse #gründerszene #gründerstammtisch #ideentriebwerkgraz #startupspritzer,"In der August-Ausgabe des Startup Spritzers laden wir gemeinsam mit unserem Hauptsponsor   zum 75. Startup Spritzer!😍 Sei dabei und knüpfe neue Business-Kontakte, folge interessanten Startup Pitches und lass dich von einer echten   inspirieren: 🎟️ Achtung, die Plätze sind begrenzt - schnappe dir am besten gleich ein Ticket - Link in Bio✨ .                        Wuhu, fix dabei 🙏🏼",,2021-08-03T07:38:55.000Z
CQ8_DaSqQu3,https://www.instagram.com/p/CQ8_DaSqQu3/,16,#motivationalmonday #happymonday #goodmorning #startupquotes #qotd #ideentriebwerkgraz #graz #entrepreneurship #visionnaire #inspiration #success #charlesswindoll #ideentriebwerk #ideentriebwerkgraz🚀,Reminder for the week! 💭                          ,,2021-07-05T16:53:11.000Z
CPz0-3wHNK6,https://www.instagram.com/p/CPz0-3wHNK6/,16,#motivationalmonday #happymonday #goodmorning #startupquotes #qotd #ideentriebwerkgraz #graz #entrepreneurship #visionnaire #inspiration #success #ideentriebwerk #ideentriebwerkgraz🚀,Bring it on🚀  . . . .                         ,,2021-06-07T07:00:37.000Z
CPP_h9dqtJI,https://www.instagram.com/p/CPP_h9dqtJI/,31,#motivationalmonday #happymonday #goodmorning #startupquotes #qotd #ideentriebwerkgraz #graz #entrepreneurship #visionnaire #inspiration #success #charlesswindoll #ideentriebwerk #ideentriebwerkgraz🚀,Happy Monday🌞 . . .                            My saying!,,2021-05-24T09:00:08.000Z
CRWK6G9NR1Z,https://www.instagram.com/p/CRWK6G9NR1Z/,37,#74 #startupscenegraz #ideentriebwerk #startupspritzer #fuckupnights #austrianstartups #igersgraz #startup,"Ein weiteres Startup, das wir auf unserer Bühne am heutigen Startup Spritzer   in Kooperation mit   im UNICORN begrüßen dürfen, ist  ! Antless - die Soundkomponente für dein Büro. Egal ob Konzentration, Teamwork, Entspannung, Kreativität, Austausch... Antless stellt die passenden Soundstreams zur Verfügung, damit du optimal durch den Arbeitstag kommst. 🎶  Die Tickets für das Live Event sind bereits ausverkauft, du kannst die spannenden Pitches und Startup Stories aber auch über Livestream mitverfolgen. Den Link findest du in unserer Bio ⬆️ . .            ",,2021-07-15T11:37:47.000Z
CPVqUpdHrA3,https://www.instagram.com/p/CPVqUpdHrA3/,43,#startuptipps #startuphelpingstartups #startuptips💡 #austrianstartup #startupscenegraz #startups #startupstory #austria #gründerszene #gründerstammtisch #ideentriebwerkgraz #startupspritzer #podcast,"PODCAST TIME🚀🔥 In dieser Folge stellen wir euch mal keine Gäste vor, sondern diskutieren einen tollen Artikel zum Thema Gründungsmythen und unsere Erfahrungen dazu.  Der   Innovator hat 9 Gründungsmythen auf die Probe gestellt und in unserer ersten Outdoor-Folge (erklärt auch das Vogelgezwitscher, ...) sprechen Matthias und Verena über ihre eigenen Erfahrungen und auch die Erfahrungen der Community zu diesen Mythen.💥 Hör‘ dir jetzt unsere neueste Folge von unserem Podcast „Rakete im Ohr“ an - Link in Bio!🤩 . . .                          😍😍😍",,2021-05-26T13:50:15.000Z
CQLToLonn9j,https://www.instagram.com/p/CQLToLonn9j/,25,#Startupscenegraz #austrianstartups #stammtisch #startups #startupstory #austria #igersgraz #gründermesse #gründerszene #gründerstammtisch #ideentriebwerkgraz #startupspritzer,"Heute stellen wir euch unseren Workshop-Host vor: Tobias Greissing ist nicht nur Designer und Entwickler, sondern auch CEO von imsinne. Er wird uns nächste Woche das Thema Visual Thinking näher bringen und uns den Wert von Sketchnotes vermitteln.  Sketchnotes sind eine Bereicherung für jede Lebenslage und eine ausgezeichnete Investition für die persönlichen Fähigkeiten. Für die Teilnehmer gibt es am Ende des Workshops die Möglichkeit, insgesamt 3 Visual Thinking Sets ""ideengo"" von imsinne zu gewinnen. 😊 Wer noch kein Ticket hat, sollte sich schnell anmelden, denn nur  2 Plätze sind noch zu vergeben! Jetzt Link in Bio🚀 . . . .                       ",,2021-06-16T09:50:56.000Z
CQ01U0jpgsc,https://www.instagram.com/p/CQ01U0jpgsc/,40,#Startupscenegraz #austrianstartups #stammtisch #startups #startupstory #austria #igersgraz #gründermesse #gründerszene #gründerstammtisch #ideentriebwerkgraz #startupspritzer,"Unser letzter Workshop behandelte das Thema Visual Thinking. ✍ Das ist eine in der Praxis bewährten Methode, die in Meetings, Workshops und Gesprächen in bildlicher Form zum Kommunizieren und Diskutieren anregt. Der Workshopleiter Tobias Greissing von imsinne brachte den TeilnehmernInnen die Grundprinzipien auf spielerischer Art und Weise näher und sorgte für einen spannenden und abwechslungsreichen Abend.😍 Wir bedanken uns bei euch und freuen uns auf weitere Events offline!😍 .                       ",,2021-07-02T12:54:15.000Z
CRPCqNsKOfa,https://www.instagram.com/p/CRPCqNsKOfa/,19,#motivationalmonday #motivation #quotes #startups #startupscenegraz,Startup spirit ✨        ,,2021-07-12T17:11:01.000Z
CP8J6dens1T,https://www.instagram.com/p/CP8J6dens1T/,25,#startupscenegraz #austrianstartups #stammtisch #startups #startupstory #austria #igersgraz #gründermesse #gründerszene #gründerstammtisch #ideentriebwerkgraz #startupspritzer,"Kennst du diese Situationen? 🤔 Du stehst vor einem komplexen Sachverhalt, von dem du nicht weiß, wie er zu lösen ist. Vielleicht hast du eine super Idee, weist aber nicht, wie du sie deinem Team beibringen kannst. Oder du weißt einfach nicht wie du die richtigen Worte findest, um ein Problem zu erklären? Dann ist dieser Workshop vielleicht etwas für dich: In diesem Workshop lernst du, wie du neue Ideen und Innovationen finden und gleichzeitig Business-Herausforderungen, Kommunikationsschwierigkeiten und Effizienzprobleme mit der Kreativitätstechnik Visual Thinking entgegenwirken kannst. Weitere Infos zur Anmeldung und zum Workshop findest du im Link in der Bio!🚀                      ",,2021-06-10T12:37:26.000Z
CRRTBoOptPn,https://www.instagram.com/p/CRRTBoOptPn/,22,#startuptipps #businesswriting #schreibtipps #startuptips💡 #austrianstartup #startupscenegraz #startups #startupstory #austria #igersgraz #gründermesse #gründerszene #gründerstammtisch #ideentriebwerkgraz #startupspritzer,"Spannende Businesstexte für dein Startup gehen dir nicht immer leicht von der Hand? Wir haben für dich im neuen Blogpost Tipps, mit denen du im Handumdrehen ein echter Text-Profi wirst ✍️ Den Link zum Blogpost findest du in unserer Bio ⬆️ . .                            ",,2021-07-13T14:12:30.000Z
CSzEbF5KK6l,https://www.instagram.com/p/CSzEbF5KK6l/,65,#FamilyFriday #austrianstartup #startupscenegraz #startups #startupstory #austria #igersgraz #gründermesse #gründerszene #gründerstammtisch #ideentriebwerkgraz #startupspritzer,"Es ist wieder   und dieses Mal dürfen wir unsere liebe    vorstellen, die uns seit Mai tatkräftig im Eventteam unterstützt und selbst Gründerin ist!😍 Position / Aufgaben im Verein: Eventmanagement Mitglied seit: Mai 2021 Bekannt für: Kürbiskernöl-Liebe 💚 Beruflich: Selbstständig   &  Interessen: Reisen, Fremdsprachen, Laufen 🌏 Ausbildung: Touristikkauffrau (TSBG) & BA Management internationaler Geschäftsprozesse Ziel für die Zukunft: Always stay happy and positive🌞 Zitat: ""A ship in harbor is safe, but that is not what ships are built for."" Warum das Ideentriebwerk? ➡️ Das Ideentriebwerk spornt an, seine Fähigkeiten im Verein optimal einzusetzen und ist eine tolle Gelegenheit um neue, inspirierende Personen kennenzulernen. Teamspirit & Spaß stehen im Vordergrund!💫 . .                     Congratulations christina👏👏👏",,2021-08-20T13:30:29.000Z
CSWSEFHKNgM,https://www.instagram.com/p/CSWSEFHKNgM/,15,#motivationalmonday #motivation #quotes #startups #startupscenegraz,Let’s gooo 🚀        ,,2021-08-09T09:11:42.000Z
CQ-dMo2KV_k,https://www.instagram.com/p/CQ-dMo2KV_k/,27,#74 #startup #startupstory #startupscenegraz #ideentriebwerk #ideentriebwerkgraz #startupaustria #startupspritzer #pitch #startuppitch #austrianstartups #graz #fuckupnights,"Für unseren nächsten Startup Spritzer, der nach einer gefühlten Ewigkeit wieder offline stattfindet, haben wir wieder coole Startups am Start: 🥳 Niklas Zechner, CMO & Product Owner, erzählt uns, weshalb man   kennen muss. Ziel des Startups ist es, den kompletten Spendenprozess von Non-Profits zu digitalisieren. So können Spenden zum Erlebnis gemacht werden und Menschen, die Hilfe benötigen, werden unterstützt.  🎫 Sichere dir noch schnell dein Ticket für den Startup Spritzer  : Link in Bio ☝️                         Wir freuen uns schon riesig 😍",,2021-07-06T06:35:49.000Z
CO93IiPKN4b,https://www.instagram.com/p/CO93IiPKN4b/,20,#motivationalmonday #happymonday #goodmorning #startupquotes #qotd #ideentriebwerkgraz #graz #entrepreneurship #visionnaire #inspiration #success #charlesswindoll #ideentriebwerk #ideentriebwerkgraz🚀,Vier einfache Worte: Just go for it!🤩 . . .                           ,,2021-05-17T08:00:25.000Z
CSGqi27KdqS,https://www.instagram.com/p/CSGqi27KdqS/,29,#motivationalmonday #motivation #quotes #startups #startupscenegraz,Let‘s do this 🙌🏻         das ist leider wahr :/,,2021-08-03T07:37:46.000Z
COz0YojnbwR,https://www.instagram.com/p/COz0YojnbwR/,38,#startuptipps #startuphelpingstartups #startuptips💡 #austrianstartup #startupscenegraz #startups #startupstory #austria #gründerszene #gründerstammtisch #ideentriebwerkgraz #startupspritzer #podcast,"It‘s Podcast Time!🚀 Wir freuen uns, euch in Episode 03   vorstellen zu dürfen. Ein Startup, dass wir als Ideentriebwerk (beinahe) über seine gesamte Entstehungsgeschichte begleiten durften: Von der Idee bis zum Startup.💯 ➡️Schon im April 2019 pitchte Co-Founder  am Startup Spritzer, im November 2019 fanden sich Leon und die Mitgründer Karin und Christian am Startup Playground. Vor Kurzem hatte das junge Grazer Team seinen TV-Auftritt in der bekannten Startup-Sendung 2 Minuten 2 Millionen.🤩 In der dritten Episode von Rakete im Ohr sprechen wir mit   , Karin und   wir über viele fleißige Stunden Arbeit, das richtige Team und die Unterstützung aus der Community.😍 Höre dir jetzt unsere neueste Folge von unserem Podcast „Rakete im Ohr“ an - Link in Bio!🚀 . . .                         ",,2021-05-13T10:24:00.000Z
