username,like_linda,like_karl_peter,like_sandy,like_kevin,like_martin,like_claudia,like_best_cluster_of_all,like_best_cluster_of_top_20,used_hashtags
JohnCheadle7,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#FirstTweet', '#gamblingtwitter']"
sldisnfkshf,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
beezie,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#BlackWomensEqualPayDay', '#Apple']"
AcheampongBoy1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ICONS', '#RanksLaycon', '#iCONsXLaycon', '#iCONSXLaycon']"
kevingreen20014,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ドッカンバトル', '#ドッカンバトル6周年', '#ドラゴンボール', '#五等分の花嫁', '#BoomerSooner', '#freecodefridaycontest', '#忍トラ', '#NARUTO', '#BORUTO', '#SPC', '#post', '#WOTVFFBE', '#Tokyo2020', '#1', '#DokkanBattle', '#DokkanBattleJP', '#Madden22', '#GoPackGo', '#DokkanNowSpecial', '#dokkanbattle', '#XboxGC', '#Dokkan350M']"
sms303030,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 22","['#RocketMortgageSquares', '#LaceEmUp', '#Giveaway', '#Bestof2021Sweepstakes', '#HandOnRV', '#BuschSweepstakes', '#Sweepstakes', '#EyesOnTheClydes', '#SuperBowl', '#GalaxyBudsPro', '#attexplore', '#sweepstakes', '#GalaxyS21', '#DietzNutsSack', '#TMobileTuesdays', '#contest', '#BuschClash', '#SpeedweeksbyAdventHealth', '#RandomActsofKindnessDay', '#ClashCash', '#MoneyLion', '#MahomesZoneSweepstakes', '#DEWLostLureSweepstakes', '#USOpen', '#BirdiesForPremier', '#BuschToTheMoon', '#AllStarRace', '#BacktotheBarsPDX', '#SWEEPSTAKES', '#InternationalChessDay', '#RoborockS7', '#Android', '#giveaway', '#free', '#Bonfire', '#firepit', '#fireplace', '#camping', '#tailgating', '#lake', '#beach', '#outdoors', '#outdoorliving', '#fire', '#BBQ', '#bbqlife', '#summer', '#Summer2021', '#LiptonSafewayPortlandSweepstakes', '#LiptonTogetherSweepstakes', '#BotaBoxXXLSweepstakes', '#HintWater', '#TakeGoldTasteGolden', '#BuschLightApple', '#BackToCollege', '#FolioTouch']"
ellory2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"11.76%, Cluster: community cluster 955","['#SmartyTips', '#Sweepstakes', '#giveaway', '#win', '#DOOGEE', '#Giveaway', '#DOOGEE_S86PRO', '#DOOGEEE_N30', '#Contest', '#Sorteo', '#Sorteio', '#Concurso', '#free', '#700inOne', '#77inOne', '#SweetAirChannels', '#1', '#sweepstakes', '#KeytoWyn', '#FreeIllusionSwitch', '#WIN', '#FreshStart', '#FloridaStrawberries', '#FreePC', '#FreeXBox', '#VaroForTomorrow', '#LegionAvengers', '#FreeSpideyPS5', '#MarathonPetroleum', '#MilesHaveMeaning', '#SweepstakesEntry', '#LittleLifts', '#pizzaoven', '#onlyfire', '#LoveTCL', '#lovetcl', '#Kawaii', '#TechniSport', '#mattress', '#giveaways', '#sleep', '#sleepfoundation', '#winkbeds', '#XboxGiveaway', '#XboxSeriesXGiveaway', '#greengiantfreshpotatoes', '#thehealthypotatocompany', '#potatoloversmonth', '#NewYearNewGear', '#sceptredisplay', '#Bestof2021Sweepstakes', '#coffeelover', '#GGGEntry', '#Sweeps', '#TraxionGG', '#KeepItPinned', '#YoureInLuck', '#LuckyFloridaStrawberries', '#FreePS5friday', '#XboxSeries', '#Android', '#xbox', '#SoundBar', '#EnjoyMore', '#PeelinGoodTour', '#GroovesBreakEntry', '#ScorchinIsland', '#SAGAvirtualfair', '#FREESKIER', '#gotouring', '#StellaMutual', '#VizzyGang', '#VizzySweeps', '#TGICinco', '#gaming', '#BeautyofCarpet', '#gggentry', '#VenmoItForward', '#PureLifeMoment', '#MoreThanaMom', '#LiptonTogetherSweepstakes', '#ReadyToRefuel', '#Promotion', '#readytorefuel', '#promotion', '#DQSweetestSeasonPass', '#DQSweepstakes', '#teamultrasweepstakes', '#SummerIsAGoGiveaway', '#SippinWithLipton', '#SendMyParentsAway', '#VenmoMe', '#BackToTheBars', '#HowDoYouGelatelli', '#Warframe', '#BotaBoxXXLSweepstakes', '#5GBuiltRight', '#EndlessPossibilities', '#howibrokemyphone']"
IvanMarquesDaS7,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#BemVindoGabriel']
soapninjaNicky,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#HalfTimeShow', '#TomAndJerryMovie', '#HBOMax', '#SideshowGiveaway', '#MTNDEWMAJORMELON', '#MyPromotionEntry', '#Frasier', '#AgathaHarkness', '#WandaVision', '#Snowpiercer', '#TntSnowpiecer', '#Wandavision', '#GodzillaVsKong', '#WandaVisionFinale', '#TeamCap', '#TeamIronMan', '#MalikaTheLionQueen', '#BelowDeck', '#NowYouSeeMe', '#TornadoWarning', '#Loki', '#Marval', '#drink', '#Cruella', '#MischievouslyDelicious', '#SharkWeek', '#ApocalypseWarningSigns', '#Legion', '#BacheloretteABC', '#bachelorette', '#RondaRouseyUncaged', '#giveaway', '#SharkTripEatPreyChum', '#brennaisance', '#BUFvsCHI', '#DaBears', '#AnimeDay']"
LN2X4,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#لايك_كارد', '#twitch', '#تويتش', '#BlackOpsColdWar', '#Warzone', '#WithFaZeVIRUS', '#WeArePOWR', '#مودرن_وارفير', '#مسابقة_ابوناصر', '#PS4live', '#الكسندر_ارحل']"
MdRubelRm,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#QuestionCrew', '#WritingQ', '#kindle', '#Paris', '#KindleUnlimited']"
MrCodyHughes2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#WeDigLandscaping']
Underrated305,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
rpatlf00,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#SingItwithOREO', '#Sweepstakes', '#ForTheGamers', '#jamesfearless', '#JamesFearless', '#PS5', '#theofficesweepstakes', '#Peacocktv', '#PolandSpringNewYearSweepstakes', '#175GoodThings', '#ChromaticaCookieHunt', '#giveaway', '#win', '#sweeps', '#NationalComplimentDay', '#MarathonPetroleum', '#MilesHaveMeaning', '#SweepstakesEntry', '#KLetsWinThis', '#Giveaway', '#AnimalCrossingxColourPop', '#LemonsIntoLemonade', '#Pringles', '#Excited', '#Hungry', '#Bored', '#Mad', '#LoveDelivered', '#TUMSBingoSweepstakes', '#Leaderin5G', '#LeaderIn5G', '#CheetosTurnover', '#Sweeps', '#ToyotaRacingGiveaway', '#Coming2America', '#BoTimeOut', '#FreeLikeTubiSweepstakes', '#Roku', '#takehomehalftime', '#EyesOnTheClydes', '#TMobileTuesdays', '#Contest', '#JoyWins', '#shopDisneySweepstakes', '#Daytona500', '#TheCrew', '#MMSTogether', '#AmazonFire', '#5GBuiltRight', '#5GBuiltforGamers', '#Swrr', '#SumoCitrus', '#VerizonTryathlon', '#sweepstakes', '#IWouldDoANYTHINGForAKlondikeConeZoneSweepstakes', '#FarewellMadea', '#TheOvalOnBET', '#RandomActsofKindnessDay', '#IAmIronMan', '#NBAAllStar', '#HipHopUncovered', '#FXGiveaway', '#FXonHulu', '#kawaiigiveaway', '#FieroFriday', '#NationalPotatoChipDay', '#ChipDay', '#ChipWeek', '#UtzBrands', '#EmployeeAppreciationDay', '#TasteTimeOff', '#90s4eva', '#90sWeekSweepstakes', '#CityofGhosts', '#GoGoGyoza', '#generation', '#promo', '#GodzillaVsKong', '#BuschDirtCar', '#StellaBites', '#xboxHeadsetSweepstakes', '#XboxHeadsetSweepstakes', '#UltraMerchMadness', '#ULTRAMerchMadness', '#PixarSoul', '#PixarSweeps', '#KorvosBBQSweepstakes', '#SolarOpposites', '#PepsiBaseballEats', '#PepsiOffer', '#GiveThanksNotPranks', '#OverShareInYourUnderwear', '#HanesTSPGiveaway', '#RewardingMadness', '#Promotion', '#SOULMovieNight', '#NikitaUnfiltered', '#SnapPromo', '#SaltyReeses', '#StellaMutual', '#HotPocketsNRG', '#ctsbutterfingersweeps', '#HeyRoku', '#BreatheCheesy', '#TSxCapitalOne', '#AWcademyAwards', '#teamadidas', '#WithoutRemorse', '#successanywhere', '#EveryActionCounts', '#Oscars', '#IMDbWatchKit', '#MomsDayUpgrade', '#MagentaMagic', '#ShareAStella', '#TriviArtois', '#BudLightSeltzerSessions', '#ATotalSwitchShow', '#TakeSummerByTheCoolers', '#HBOMaxForTheFans', '#FreeMugFriday', '#NCAAGolfChampionships', '#TubiAniMay', '#MareOfEastown', '#HBOGiveaway', '#StreamingDay', '#DisneyBundle', '#Thankiversary', '#contest', '#BeInfinite', '#Infinite', '#ParamountPlus', '#WendysBourbonBacon', '#BourbonBaconSauceSweepstakes', '#freshfriedandcrispy', '#StanleyCupSemiFinals', '#SlowDownSummer', '#WendysFrostyccinoIsColdBrewWithFrostyCreamer', '#TieDyeTakeover', '#BuschToTheMoon', '#5Gsfor5G', '#DewDoOver', '#SippinWithLipton', '#fomogo', '#entry', '#FreelikeTubiSweepstakes', '#Tubi90s', '#PlayoffBeerds', '#BudDadCard', '#SafeBeforeShows', '#TostitosBuyTheDip', '#buythedip', '#NattySlide', '#StellqDinnerParty', '#PixarLuca', '#MAKEITPOP', '#ChipDipSip', '#BoardYourGear', '#TheTomorrowWar', '#BossBabySweepstakes', '#PeacockTV', '#FreeFloatFriday', '#AnimalKingdom', '#TheSinglesSignalPromo', '#StellaSummerFriday', '#GoFourthAmerica', '#BuschLightApple', '#DashPass', '#725000eggs', '#WayToGO', '#PokemonGO', '#725eggs', '#7250eggs', '#72500eggs', '#TakeGoldTasteGolden', '#InternationalBeerDay', '#respect', '#useek', '#JungleCruise', '#LucaGiveaway', '#KIDZBOPTurns20', '#KBGiveaway', '#NationalDogDay', '#LiptonDogDays', '#KohlsFinds', '#Bitefest', '#dashtoschool', '#TheStoriesContinue']"
Moncefessid1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#sage', '#femme', '#obstétrique', '#maieutique']"
LabanKimeli1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
BeeBarnett18,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#peachcobbler', '#schoolcounselor', '#counselorbee', '#inclusionanddiversity', '#iread', '#writers', '#goatyourownspeed', '#Iamup', '#nationalspouseday', '#hairslay', '#gogirl', '#flatironmagic', '#michelleobama', '#womengoals', '#rooted', '#Verzuz', '#VERZUZ', '#authenticity', '#iwassoexcited', '#mailingbooks', '#verzuztv', '#djscratch', '#writeLIFE', '#lovebeingme', '#Peace', '#blessed', '#upandstuck', '#fine', '#WFAARooted', '#iAmup', '#crownact', '#HandmaidsTale', '#wfaarooted', '#iamup', '#NewProfilePic', '#TikTok', '#FixMyLife', '#ESSENCE', '#newannualtradition', '#kombate', '#barnett', '#ontheroadagain', '#honoraryfamILY', '#movingday', '#contactme', '#georgiagirl', '#sweettearemix', '#passthecrownact', '#CrownAct', '#writingcommmunity']"
blancabb25,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#kerembursinXmeanshealth', '#Mojabragas', '#EdSer', '#Humor', '#LoveIsInTheAir13A', '#yenidenbuluşacağiz', '#SweetHotBearKerem', '#HanKer', '#Mustather', '#SenCalKalpımı', '#NuevaFotoDePerfil', '#mojabragas', '#mojabragaspower', '#teamhappyqueens', '#cojona', '#lamadrequelaspario', '#SenÇalKapımı', '#kerembursinXmenshealth', '#españasolidariaSÇK', '#MojaBragas', '#hanker', '#EspañaSolidariaSÇK', '#yenidensçk', '#HandeErçel', '#KeremBürsin', '#laschungasontheroad', '#HoyTelecincoApagado', '#babaolmak', '#iyikigeldinbaba', '#LoveIsInTheAir', '#mustather', '#LoveIsInTheAir27J', '#LovesInTheAir', '#EspanaSolidariaSCK', '#kahraman4381', '#apoyomujeresafganistan', '#chungas', '#Gracias', '#aşkkazandı']"
Neymy19,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#susanpevensie', '#nvsv']"
GoodLinus,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#SirAlex', '#ilovenorway', '#MUFC', '#punching', '#notallmen', '#TheSuicideSquad', '#starwarsthehighrepublic', '#6', '#mufc', '#mulive', '#StarWars', '#Easter', '#ShangChi', '#ChampionsLeague', '#EuropaLeague', '#UCL', '#PSG', '#MCFC', '#RealMadrid', '#CFC', '#MUFCPOTY', '#EURO2020', '#Hancock', '#LoveIsLove', '#SUI', '#COVID19', '#Sancho', '#ARSCHE']"
veronic16912774,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#SarahSanders', '#abc15', '#USvsBillieHoliday', '#BREAKING', '#MattGaetzRESIGN', '#MattGaetz', '#visittemecula', '#robertrenzoniwinery', '#temeculawinecountry', '#temeculaca', '#temecula', '#sandiego', '#losangeles', '#abc7eyewitness', '#DCValues', '#GOP', '#GOPDomesticTerrorists', '#Hispanics', '#MemorialDayWeekend', '#DubNation', '#HonorYourHeroes', '#1', '#IDedicateThisWeekTo', '#AntiquesRoadshow', '#PermissiontoDance', '#Shorts']"
fuschiafinches,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
JesseLo18186278,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#tomatojay', '#DBLegends', '#Dragonball', '#ドラゴンボール', '#レジェンズ', '#Dblegends', '#DragonBall', '#mobilegaming', '#ドラゴンボールレジェンズ', '#CardWarriors', '#カードウォリアーズ', '#DBZKカカロット', '#DBZ', '#Kakarot', '#DBZK', '#DBL3rdAnniversary', '#TwitterPlushCult', '#NewProfilePic', '#Goku', '#DragonBallSuper']"
LAWATIZZ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Strawberries242,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#25X25', '#ThatVeganTeacher']"
Ayana39753327,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
britneyjasghari,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#TWICE', '#트와이스', '#freebritney', '#FreeBritney', '#DumpJamie']"
GhaffarShahzhob,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#Islamabad']
SkinSpotlights,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#LeagueOfLegends', '#gwen', '#PBE', '#lifehack', '#WildRift']"
dogeboy35,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#makedogecoingreatagain', '#dogearmy', '#DogecoinToTheMoon', '#DOGEFACTS']"
RupaliSays,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#THINSProtectionProgram', '#sweepstakes', '#LiptonTogetherSweepstakes']"
Teresa28466727,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#giveaway', '#sweepstakes', '#GetLockedIn', '#DeFi']"
NW861117,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#twitterbeichte', '#dienachbarnstarrenschon', '#Threema', '#Urlaub', '#bücher', '#ThrowbackThursday']"
v,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
VinceMsn,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ThrowbackThursday', '#TrainedAndReady', '#ArmyLife', '#NationalFrenchFriesDay']"
mad,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#eminem', '#tracklist']"
BlueCrossGirl1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#SixFeetAScarf', '#Giveaway', '#CampingWorldMobile', '#LoveDelivered', '#TMobileTuesdays', '#contest', '#5Gsfor5G', '#campingworldnascar', '#Contest', '#CampingWorldMadness', '#DEWLostLureSweepstakes', '#BuckedUp200', '#GetBuckedUp', '#BetOnBacon', '#NationalGrilledCheeseDay', '#GoodDeedsDay', '#BuschBeerMoney', '#Sweepstakes', '#NationalBeerDay', '#DQSweetestSeasonPass', '#DQSweepstakes', '#campingworldroadtrip', '#campingworldcash', '#SafeBeforeShows', '#TGSummerBreak', '#RuleYourDay', '#BuschLightAppleDrop', '#BuschLightApple', '#StellaSummerFriday', '#NationalDogDay', '#LiptonDogDays', '#Sweeps', '#Detroit', '#UnjunkYourSleepGiveaway', '#DET', '#FreesNotFees']"
Bapsbocspooner1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
osiristuxro,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.56%, Cluster: community cluster 153","['#sorryusasetmedown', '#catsofinstagram', '#WorldCatDay', '#InternationalCatDay', '#ColeAndMarmalade', '#cat', '#catoftwitter', '#catheaven', '#childehassam', '#impressionism', '#deaf', '#powerissues', '#campaigntorobme', '#news', '#PFLAG', '#Echobox', '#millionsstolen', '#burgundywineplease', '#Caturday', '#CatsOfTwitter', '#book', '#americanart', '#johnson']"
armeria,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#NuevaFotoDePerfil', '#Morelia', '#AsíLosVotos', '#ÚLTIMAHORA', '#IslaDeJanitzio', '#FrenteAFrente']"
TyGrieve,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ThatsGame', '#NBAFinals', '#NASCAR', '#21', '#54', '#BuschPole', '#HungryForMore', '#Padres', '#PadresWin', '#RavensFlock', '#RuleTheJungle', '#10', '#INDYCAR', '#BigMachineGP', '#NewProfilePic', '#RedSea', '#Raiders', '#RaidersWin', '#HereWeGo', '#DENvsMIN', '#CLEvsJAX', '#HOUvsGB']"
SNafikot,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
MrandrewA1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
SunocoAll,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
CrimeMuscleGod,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#MarvelRP', '#AvengersRP', '#Ben10RP', '#MultiverseRP', '#IcedFeline']"
Shirley63342669,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Amritroychoudh1,0.0%,0.0%,0.0%,11.11%,0.0%,14.29%,,"16.67%, Cluster: community cluster 153","['#business', '#theMagnifier', '#BanglayEbarBJPAsche', '#Struggle', '#nature', '#wildlifephotography', '#BBCWildlifePOTD', '#photooftheday', '#NaturePhotography', '#birdphotography', '#TwitterNatureCommunity', '#Aruba', '#BirdsSeenIn2021', '#野鳥', '#China', '#MoreBirdsLessPolitics', '#birds', '#birdwatching', '#photography', '#WorldPhotographyDay2021', '#WorldPhotographicDay']"
Mo,0.0%,0.0%,0.0%,0.0%,16.67%,0.0%,,"5.88%, Cluster: community cluster 22","['#ChadMan', '#ArtistOnTwitter', '#ArtificialIntelligence', '#RemyGirlNengi', '#DripByGambo', '#lagosfather', '#cryptocurrency', '#TheExtraSpecialBand', '#friends', '#France', '#USA', '#cutegirl', '#adorable', '#s2p33d', '#aesthetic', '#UCL', '#Lipton', '#uk', '#SriLanka']"
meonly250,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
FaridMustafa16,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#TuINE', '#Elecciones2021', '#ElVotoSaleyVale']"
Soyasauce2006,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#アチャモ', '#オメガルビー', '#FantasticYouth', '#BlueGuns', '#ふぁんゆクエスチョン', '#品行崩壊', '#リスキー', '#ゾクキュン', '#推しを教えてグーネット', '#ふぁんゆテディーラジオ', '#TeddyLoid', '#ミルクで仕上げるカルピスフラッペ', '#ファミマ', '#イーブイ', '#色違い', '#ポケモンGO', '#10個あげて何かわかったらRT']"
Gagermade,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#KingLouis', '#CavalierKing', '#UFC261', '#ICYMI', '#debt', '#stacks', '#DirtLateModels', '#nochinburns', '#NutrienAg', '#WGAF']"
JoshuaA29651871,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#SpiderMan3', '#CleanIsAFeeling', '#ItHasToBeHeinz', '#HaveYouHadYourWeetabix', '#SundayBrunch', '#letsrecycle']"
racontagedevie2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#justineolv']
candiscarmello1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#5Gsfor5G', '#Contest', '#payitforward', '#PLTcash', '#AyyMGwinner', '#MillionsMonth', '#FanFriday', '#Giveaway', '#Step2Kids', '#Vefam']"
honngu522,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
dhanushsurya21,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#IPL', '#starikelungal', '#InternationalWomensDay', '#WomensDay', '#staraikelungal', '#StarAiKelungal', '#TeamIndia', '#WTC21', '#INDvNZ', '#iQOORaidNights', '#ThisMonsterIsLIT', '#iQOO7MonsterOrange', '#iQOO', '#giveaway006', '#BabyShibaInu', '#BNB', '#BSHIKO', '#Give', '#giveaway', '#bscgem', '#crypto', '#dogecoin', '#babycake']"
BurkeKedrick,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"11.76%, Cluster: community cluster 955","['#iPhone12', '#iPhone12Giveaway', '#iphone12', '#iphone12giveaway', '#PS5', '#XboxSeriesX', '#FreePCday', '#sweepstakes', '#tunespeak', '#MTNDEWMAJORMELON', '#MyPROMOTION', '#Android', '#google', '#samsung', '#GalaxyS21', '#lifehack', '#LoveTCL', '#giveaway', '#lovetcl', '#ChimeMoneyMoves', '#WhyIChime', '#ps5', '#coinwithus', '#xyo', '#DQSweetestSeasonPass', '#DQSweepstakes', '#EBCBrakes', '#DetroitMuscle', '#Amazon', '#win', '#free', '#DewDoOver', '#Sweepstakes', '#MoneyGramMonday', '#ChimeSignSweeps', '#ChimeSignsSweeps', '#KentuckyFriedFalcon', '#Win', '#PlayStation5']"
Livings59686098,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
cherylpat1021,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#sweepstakes', '#VolvoSafety', '#GuacFromMexico', '#GuacFood', '#SBLIV', '#Sweepstakes', '#SBLV', '#Ad', '#GuacShop', '#taggbox', '#Sweeps', '#GuacStore', '#Bestof2021Sweepstakes', '#TakeHomeHalftime', '#PepsiHalftime', '#Definitely', '#NoWay', '#ChangesForDays', '#TheOneAndOnly', '#campingworldbowl', '#MahomesZoneSweepstake', '#EyesOnTheClydes', '#eyeontheclydes', '#takehomehalftime', '#MahomesZoneSweepstakes', '#MTNDEWMAJORMELON', '#MyPromotionEntry', '#GoodFats', '#AvocadosFromMexicoSweepstakes', '#SLOptics', '#VenmoMe', '#TGSummerBreak', '#PricelessSurprises', '#SendMyParentsAway', '#YearofWishes', '#DewDoOver', '#purelifemoments', '#HardRockRMTripSweepstakes', '#YearOfWishes', '#DisneyWish', '#ULTRATinkerDrop', '#togethernessgames', '#bushsbeautifulsummercontest', '#LiptonTogetherSweepstakes', '#CrunchClassicEntry', '#CashAppExtraCredit', '#SummerNightsSweepstakes']"
FTC17009,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#freightfrenzy', '#helpafghangirlsroboticsteam']"
Olliver,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
AnitaLininger,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#SARGENTOMacAndCheeseDay', '#Sweepstakes']"
WeBurnWood,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.56%, Cluster: community cluster 227","['#pulledpork', '#DontGiveUp', '#Pray', '#ValentinesDay', '#Weber', '#awesome', '#TeamHotor', '#TeamIced', '#SuperBowl', '#Matchlight', '#SundayDinner', '#grilling', '#NationalPuppyDay', '#ResurrectionPower', '#ForeverGiant', '#TriTip', '#CincodeMayo', '#BBQ', '#Ovenbaked', '#slowsimmered', '#ChileVerde', '#fastfood', '#WCBCC21', '#GCast', '#charcoal', '#Hickory', '#GoodStuff', '#AllStarBallot', '#easy', '#simple', '#delicious', '#SFGiants', '#GOAT', '#RollTide', '#Grilling', '#goodvibes', '#DubNation', '#BlockParty', '#ChaseCenter', '#ResilientSF', '#beefjerky', '#fishinglife', '#WorldEmojiDay', '#AirJordan', '#Gracious', '#Compassionate', '#Generous', '#Steadfast', '#Trusting', '#SundayMood', '#sundaymood', '#BaseballFamily', '#coffee', '#NeverGiveUp', '#CelebrityFamilyFeud', '#Hollywood', '#BigTime', '#TokyoOlympics', '#OlympicHERstory']"
Talibah54162492,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
SandraVivine,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#REALITY', '#90DayFiance', '#90DayFianceHappilyEverAfter', '#90dayfiance', '#seekingsisterwife', '#RokuSweepstakes', '#SharkWeek', '#TikTok', '#KindnessMatters', '#viral', '#Hairitage', '#oldspice', '#oldspicebarbershop', '#flawless', '#flawlessrealtalk', '#rockthebells', '#help', '#TwitterQuiz', '#fixit', '#ATT', '#DreamInBlack', '#ATTFutureMaker', '#PatrickTheGiver', '#2021FreeLunches', '#GivingBack', '#Twitter', '#Tampa', '#Florida', '#ReasonableDoubt', '#WaltDisneyWorld']"
