id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CQGux_Wn42U,https://www.instagram.com/p/CQGux_Wn42U/,26,#kuboapp #brot #brotbackenmitsauerteiginperfektion #brotbackenmitliebe #brotduft #brotliebe #brotbackenistliebe #bäckerei #genuss #vollergeschmack #handwerk #ressourcenschonen #hoamatliebe #natursauerteig #konditorei #schokolade #schokoliebe #schokoladenmanufaktur #treue #loyalty #loyalität #kundenbindung #regional #birkfeld #steiermark #graz,Welch ein herrlicher Duft strömt einem in der Bäckerei Felber in Birkfeld entgegen 🤤 Unser kubo fühlt sich sichtlich wohl zwischen frisch gebackenem Brot und Schaumrollen.  Seit Generationen wird hier mit Leidenschaft gebacken und das schmeckt man.  Die Kund:innen danken mit ihrer Treue und scannen auch hier fleißig kubo Punkte: 20.000 Rechnungen wurden in der Bäckerei Felber bereits gescannt.  Das freut uns und unseren kubo natürlich sehr 🐹                                                    Bravo 👏,,2021-06-14T15:12:00.000Z
CPDLqTNnCbg,https://www.instagram.com/p/CPDLqTNnCbg/,21,#kuboapp #wiedereröffnung #wiedereröffnungnachcorona #gastgarten #kaffeegenuss #coffeevibes #kaffee #kaffeekultur #kaffeeingraz #grazcoffee #supportyourlocalcoffeeroaster #coffeelover #frühling #gastgartensaison #frühlinggraz #graz #visitgraz #punktesammeln #vorteilegenießen #bonussystem,"Dominik freut sich schon sehr, seinen Kaffee ab heute wieder in einem Lokal sitzend genießen zu können.  Welches Lokal besuchst du heute als Erstes?                                       🥐☕🍴🌮🍜🍝🍺🍷😁😎 Sieht super aus! :-) Was gefällt euch an Kaffee? super tasse!!🙌 macht einem kaffeehaus sicherlich konkurenz 😄",,2021-05-19T09:36:00.000Z
CPn-72CnKhM,https://www.instagram.com/p/CPn-72CnKhM/,22,#kuboapp #frühstücksliebe #breakfastclub #frühstückistdiewichtigstemahlzeitdestages #reopening #cafefotter #cafefottergraz #kaffehaus #kaffeehauskultur #fotterbreakfastclub #fottern #frühstückingraz #frühstückeningraz #breakfastingraz #bestbreakfast #foodlovers #graz #visitgraz,Letzte Woche hat es sich unser kubo im zauberhaften   gemütlich gemacht und freut sich schon auf seinen ersten Breakfast Club. Habt ihr schon vom neuen Breakfast Club im Cafe Fotter gehört?  Mit Champagner werdet ihr vom Fotter-Team begrüßt und auf eine kulinarische Reise geschickt.  Und das Beste? Ab jetzt könnt ihr eure kubo Punkte auch für den Breakfast Club einlösen.                                  ,,2021-06-02T16:36:42.000Z
CNmcDAeHrmk,https://www.instagram.com/p/CNmcDAeHrmk/,11,#kuboapp #howtodo #hamster #hamsterliebe #nohamsterswereharmed #basteln #kleber #crafting #graz #grazliebe #loyalität #rebranding #kundengewinnung #stammkunden #neukundengewinnung,How to do a kubo für Anfänger:innen 🐹  Mit klebrigen Fingern zeigen wir dir wie so eine kubo Handyhalterung eigentlich zustande kommt.                              😍😍😍,,2021-04-13T09:09:58.000Z
CS57kclK_Ms,https://www.instagram.com/p/CS57kclK_Ms/,3,#kuboapp #treue #loyalty #loyalität #treueapp #punktesammeln #hamstergram #summervibes #sommerpause #urlaubszeit #socialmediapause #pausensindwichtig #worklifebalance #mentalhealth #shoppingingraz #visitgraz #grazerfoodie #foodingraz,Wir verabschieden uns in den wohlverdienten Urlaub und gönnen uns auch auf Social Media eine Pause. Wir sehen uns im September wieder 🤗 Genießt noch den Sommer und besucht eure Lieblingslokale ☀️🥂🍴. Dabei Punkte hamstern nicht vergessen 🐹                                  ,,2021-08-23T05:27:48.000Z
CRRYt8pprv1,https://www.instagram.com/p/CRRYt8pprv1/,13,#kuboapp #cooking #cookingwithwine #kochenmitliebe #kochenmitwein #weintrinker #weinliebhaber #winelovers #genuss #laughoftheday #quotes #quoteoftheday #startup #startupscene #startupaustria #graz #linz #austria,😂 👩‍🍳🧑‍🍳🍷🍲🥘 Und mit welchen Zutaten kocht ihr am Liebsten?                                   Promote it on ,,2021-07-13T15:02:15.000Z
CSgDqgZqzXt,https://www.instagram.com/p/CSgDqgZqzXt/,13,#kuboapp #kundenbonus #aktionen #punktesammeln #geldsparen #geldsparenleichtgemacht #foodingraz #shoppingingraz #startupgraz #startupscenegraz #partnerbetriebe #graz #grazundumgebung #steiermark #linz #austria,"Heute schon kubo-Punkte gehamstert? 🐹 Mit kubo brauchst du einfach nur den QR-Code auf deiner Rechnung scannen, Punkte hamstern und diese für tolle Aktionen einlösen 🙌🏻  Check mal in der App, wer bei kubo alles dabei ist und finde dein Lieblingslokal. 🥰                                ",,2021-08-13T04:18:17.000Z
CP8flxonhRR,https://www.instagram.com/p/CP8flxonhRR/,14,#kuboapp #techniccenter #haushaltsgeräte #elektrofachgeschäft #elektrofachhandel #kundenservice #familienbetrieb #reparierenstattwegwerfen #reparierenistwertschätzen #reparierenstattneukaufen #nachhaltig #nachhaltigimalltag #birkfeld #steiermark,"Heute ist unser kubo in Birkfeld im Technik Center Rosel.  Mit viel Erfahrung ist dieser Familienbetrieb 100% für seine Kund:innen da.  Auch Nachhaltigkeit wird hier großgeschrieben, so werden vor Ort Geräte repariert.  Kein Wunder also, dass im Technik Center Rosel auch fleißig Rechnungen gescannt werden. Wir freuen uns sehr über diese tolle Kooperation 🐹 . . .                          ",,2021-06-10T15:46:51.000Z
CStdlg-qAdn,https://www.instagram.com/p/CStdlg-qAdn/,12,#kuboapp #cheersrost #genussstück #regional #regionaleinkaufen #nachhaltigeinkaufen #supportyourlocals #köstlichkeiten #smallbusiness #supportsmallbusiness #shoppingingraz #visitgraz #graz #steiermark #styria #austria,Kommt mit uns eine Runde durchs Genussstück und entdeckt viele Köstlichkeiten und Besonderheiten!                               ,,2021-08-18T09:17:52.000Z
CQq28-enVc7,https://www.instagram.com/p/CQq28-enVc7/,27,#kuboapp #interview #dasgrammgraz #dasdekagramm #regionaleinkaufen #unverpackteinkaufen #plastikfreieinkaufen #zerowaste #zerowasteliving #graz #unverpacktladen #ökologisch #unverpackt #regionaleprodukte #regional #zerowasteshopping #plastikfrei #nachhaltigleben #nachhaltigingraz #zerowastekitchen #derzerowasteladen #zerowastevienna #zerowasteaustria #zerowastegraz #derzerowasteladen #graz,"Was bedeutet Zero Waste eigentlich für   Co-Gründerin von   und   ?  Teil 1 unseres zauberhaften Interviews mit Verena, wo wir so viel über Verena und das Gramm/Dekagramm erfahren durften.  Danke für deine Ehrlichkeit und Authentizität liebe Verena.  Es war uns ein inneres Blumen pflücken mit dir. Stay tuned für mehr Einblicke in die Grammwelt 🥰🐹                     ⁠                              ",,2021-06-28T15:56:04.000Z
COcxw0gnvdA,https://www.instagram.com/p/COcxw0gnvdA/,12,#kuboapp #treuepunkte #sammeln #frischesbrot #bäckerei #steiermark #weiz #geldsparen #brotliebe #backenmitliebe #stammkunden,kubo reist weiter 🚗 Diesmal ist kubo nach Weiz in die Bäckerei Wachmann gefahren und hat es sich nach einer herzlichen Begrüßung des Teams an der Kassa gemütlich gemacht.                     hamsterbacken bekommt einen neuen Begriff 🐹🍞😁 hamsterbacken bekommt einen neuen Begriff 🐹🍞😁,,2021-05-04T11:38:33.000Z
CScK7kHqcJT,https://www.instagram.com/p/CScK7kHqcJT/,13,#kuboapp #datenschutz #bonussystem #datenkrake #privatsphäre #konsumentenschutz #anonymitätwahren #feedbacksystem #graz #grazaustria #startupscenegraz #styria #appentwicklung #austria #linz,"Bonussystem = Datenkrake? Das muss nicht sein!! 🐹 Wir bei kubo speichern eure Daten nicht, um sie dann weiterzugeben.  kubo bietet euch eine einfache Möglichkeit, Geld zu sparen und euch mit tollen Aktionen Freude zu bereiten.  Ihr entscheidet welche Daten ihr euren Lieblingsbetrieben geben wollt, damit diese sich für euch verbessern können. Eure Privatsphäre war und ist uns ein großes Anliegen!! Den ganze Artikel findet ihr in unserer Bio.                            ",,2021-08-11T16:04:49.000Z
COQC6H1H_dp,https://www.instagram.com/p/COQC6H1H_dp/,7,#kuboapp #tellers #feedback #treue #umfrage #hamstern #sparen #punktesammeln #punktesammler #graz,"Was ist eigentlich Tellers?  Wenn du kubo schon einmal benutzt hast, bist du sicher schon einmal gefragt worden ob du eine Umfrage machen möchtest.  Das System dahinter heißt Tellers. Mit Tellers kannst du deinem Lieblingsbetrieb direkt und einfach Feedback geben und das auch noch anonym. Super Extra für dich- du bekommst 2 kubo Punkte geschenkt. Du kannst aktiv kubo Betriebe mitgestalten und die Betreiber:innen wissen ganz genau was sie noch verbessern können.  Klingt doch super 🤩 Und ganz hamstereinfach und schnell.                   ",,2021-04-29T12:58:15.000Z
CQX2BzsHV7C,https://www.instagram.com/p/CQX2BzsHV7C/,8,#kuboapp #onlineshopping #shopping #schnäppchen #schnäppchenjäger #treue #belohnen #gönndir #loyalty #app #startup #shoppingonline #shoppinggraz #visitgraz #aktionen #linz #austria #steiermark #oberösterreich,"Das ist wirklich hart wenn du gerade so gemütlich auf der Couch sitzt und dann aufstehen musst 🙄😂 Wie gut, dass normales Shopping auch wieder leichter möglich ist.  Da bist du ja sowieso schon auf den Beinen 😁 . . .                                     😂🙋‍♂️",,2021-06-21T06:42:25.000Z
CNsXTR7HCZ7,https://www.instagram.com/p/CNsXTR7HCZ7/,22,#kuboapp #kundenbindung #sestrastore #shoplocal #conceptstore #visitgraz #fashion #shoppingingraz #livingingraz #cityofgraz,"Seit kurzem wohnt unser kubo auch in dem einmaligen Conceptstore Sestra von Kerstin Feiertag. So ein wunderschöner Shop 😍 Danke für die herzliche Begrüßung. Unser kubo fühlt sich hamsterwohl und freut sich schon sehr euch beim Treuepunkte hamstern zu helfen. Kleiner Insider, kubo liebt Selfies 🐹                   ❤️❤️❤️",,2021-04-15T16:23:47.000Z
CO1_SSmH5Ad,https://www.instagram.com/p/CO1_SSmH5Ad/,15,#kuboapp #punktesammeln #treue #aktion #gratis #lieblingslokal #stammkunden #neukunden #bonus #graz,"Wir sind kurz davor die 3.000 000 Grenze an eingescannten kubo Punkten zu knacken 🥳🥳 Die Person, die diese Grenze knackt bekommt  1 0 0  k u b o  P u n k t e  von ihrem Lieblingsbetrieb von uns geschenkt 🥳  Also ran an die QR Codes und scanne was das Zeug hält!!  Ganz wichtig: Schalte deine Push-Benachrichtigungen ein, wir melden uns bei der/dem Glücklichen.  Und wenn du magst, tagge deine Freund:innen, damit auch sie davon erfahren 🐹                   Schau Mal ",,2021-05-14T06:37:44.000Z
